469-30: Beherbergungsbetriebe, G�stebetten, -�bernachtungen, -ank�nfte nach Betriebsarten (Monatszahlen);;;;;
Gebietsschl�ssel;Gebietseinheit;Zeit;Betriebsart;Tourismus (Monatszahlen) 1);Tourismus (Monatszahlen) 1)
;;;;G�ste�bernachtungen;G�steank�nfte
;;;;insgesamt;insgesamt
4012;Stadt Bremerhaven;2010-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;28599;15201
4012;Stadt Bremerhaven;2010-09;Sonstige Einrichtungen 3);3720;1382
4012;Stadt Bremerhaven;2010-09;Insgesamt;32319;16583
4012;Stadt Bremerhaven;2010-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;32017;15166
4012;Stadt Bremerhaven;2010-08;Sonstige Einrichtungen 3);3986;1839
4012;Stadt Bremerhaven;2010-08;Insgesamt;36003;17005
4012;Stadt Bremerhaven;2010-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;29496;14920
4012;Stadt Bremerhaven;2010-07;Sonstige Einrichtungen 3);4080;1673
4012;Stadt Bremerhaven;2010-07;Insgesamt;33576;16593
4012;Stadt Bremerhaven;2010-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;27319;13904
4012;Stadt Bremerhaven;2010-06;Sonstige Einrichtungen 3);3818;1673
4012;Stadt Bremerhaven;2010-06;Insgesamt;31137;15577
4012;Stadt Bremerhaven;2010-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;28076;14763
4012;Stadt Bremerhaven;2010-05;Sonstige Einrichtungen 3);3697;1570
4012;Stadt Bremerhaven;2010-05;Insgesamt;31773;16333
4012;Stadt Bremerhaven;2010-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;22907;11727
4012;Stadt Bremerhaven;2010-04;Sonstige Einrichtungen 3);3929;1225
4012;Stadt Bremerhaven;2010-04;Insgesamt;26836;12952
4012;Stadt Bremerhaven;2010-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;20921;10677
4012;Stadt Bremerhaven;2010-03;Sonstige Einrichtungen 3);2423;919
4012;Stadt Bremerhaven;2010-03;Insgesamt;23344;11596
4012;Stadt Bremerhaven;2010-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;15399;7920
4012;Stadt Bremerhaven;2010-02;Sonstige Einrichtungen 3);766;342
4012;Stadt Bremerhaven;2010-02;Insgesamt;16165;8262
4012;Stadt Bremerhaven;2010-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;15311;8034
4012;Stadt Bremerhaven;2010-01;Sonstige Einrichtungen 3);1058;688
4012;Stadt Bremerhaven;2010-01;Insgesamt;16369;8722
4012;Stadt Bremerhaven;2009-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;15346;7911
4012;Stadt Bremerhaven;2009-12;Sonstige Einrichtungen 3);1284;716
4012;Stadt Bremerhaven;2009-12;Insgesamt;16630;8627
4012;Stadt Bremerhaven;2009-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;19079;10312
4012;Stadt Bremerhaven;2009-11;Sonstige Einrichtungen 3);1346;594
4012;Stadt Bremerhaven;2009-11;Insgesamt;20425;10906
4012;Stadt Bremerhaven;2009-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;24173;12224
4012;Stadt Bremerhaven;2009-10;Sonstige Einrichtungen 3);3871;1669
4012;Stadt Bremerhaven;2009-10;Insgesamt;28044;13893
4012;Stadt Bremerhaven;2009-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;25212;11757
4012;Stadt Bremerhaven;2009-09;Sonstige Einrichtungen 3);3252;1483
4012;Stadt Bremerhaven;2009-09;Insgesamt;28464;13240
4012;Stadt Bremerhaven;2009-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;24678;12155
4012;Stadt Bremerhaven;2009-08;Sonstige Einrichtungen 3);4024;1521
4012;Stadt Bremerhaven;2009-08;Insgesamt;28702;13676
4012;Stadt Bremerhaven;2009-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;22273;10666
4012;Stadt Bremerhaven;2009-07;Sonstige Einrichtungen 3);3955;1540
4012;Stadt Bremerhaven;2009-07;Insgesamt;26228;12206
4012;Stadt Bremerhaven;2009-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;21558;11064
4012;Stadt Bremerhaven;2009-06;Sonstige Einrichtungen 3);2893;1220
4012;Stadt Bremerhaven;2009-06;Insgesamt;24451;12284
4012;Stadt Bremerhaven;2009-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;23554;11399
4012;Stadt Bremerhaven;2009-05;Sonstige Einrichtungen 3);3688;1260
4012;Stadt Bremerhaven;2009-05;Insgesamt;27242;12659
4012;Stadt Bremerhaven;2009-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;18455;8654
4012;Stadt Bremerhaven;2009-04;Sonstige Einrichtungen 3);2901;817
4012;Stadt Bremerhaven;2009-04;Insgesamt;21356;9471
4012;Stadt Bremerhaven;2009-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;17936;8019
4012;Stadt Bremerhaven;2009-03;Sonstige Einrichtungen 3);1019;433
4012;Stadt Bremerhaven;2009-03;Insgesamt;18955;8452
4012;Stadt Bremerhaven;2009-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;14796;6906
4012;Stadt Bremerhaven;2009-02;Sonstige Einrichtungen 3);1048;479
4012;Stadt Bremerhaven;2009-02;Insgesamt;15844;7385
4012;Stadt Bremerhaven;2009-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;13059;6114
4012;Stadt Bremerhaven;2009-01;Sonstige Einrichtungen 3);880;321
4012;Stadt Bremerhaven;2009-01;Insgesamt;13939;6435
4012;Stadt Bremerhaven;2008-12;Hotels, Hotels garnis, Gasth�fe, Pensionen;13080;6861
4012;Stadt Bremerhaven;2008-12;Sonstige Einrichtungen 3);2098;810
4012;Stadt Bremerhaven;2008-12;Insgesamt;15178;7671
4012;Stadt Bremerhaven;2008-11;Hotels, Hotels garnis, Gasth�fe, Pensionen;16107;7599
4012;Stadt Bremerhaven;2008-11;Sonstige Einrichtungen 3);2195;795
4012;Stadt Bremerhaven;2008-11;Insgesamt;18302;8394
4012;Stadt Bremerhaven;2008-10;Hotels, Hotels garnis, Gasth�fe, Pensionen;21510;10617
4012;Stadt Bremerhaven;2008-10;Sonstige Einrichtungen 3);3244;1212
4012;Stadt Bremerhaven;2008-10;Insgesamt;24754;11829
4012;Stadt Bremerhaven;2008-09;Hotels, Hotels garnis, Gasth�fe, Pensionen;22577;11801
4012;Stadt Bremerhaven;2008-09;Sonstige Einrichtungen 3);4477;1583
4012;Stadt Bremerhaven;2008-09;Insgesamt;27054;13384
4012;Stadt Bremerhaven;2008-08;Hotels, Hotels garnis, Gasth�fe, Pensionen;24916;11940
4012;Stadt Bremerhaven;2008-08;Sonstige Einrichtungen 3);4861;2016
4012;Stadt Bremerhaven;2008-08;Insgesamt;29777;13956
4012;Stadt Bremerhaven;2008-07;Hotels, Hotels garnis, Gasth�fe, Pensionen;23182;12722
4012;Stadt Bremerhaven;2008-07;Sonstige Einrichtungen 3);4848;1997
4012;Stadt Bremerhaven;2008-07;Insgesamt;28030;14719
4012;Stadt Bremerhaven;2008-06;Hotels, Hotels garnis, Gasth�fe, Pensionen;20998;12271
4012;Stadt Bremerhaven;2008-06;Sonstige Einrichtungen 3);2874;1429
4012;Stadt Bremerhaven;2008-06;Insgesamt;23872;13700
4012;Stadt Bremerhaven;2008-05;Hotels, Hotels garnis, Gasth�fe, Pensionen;21578;12376
4012;Stadt Bremerhaven;2008-05;Sonstige Einrichtungen 3);4275;1710
4012;Stadt Bremerhaven;2008-05;Insgesamt;25853;14086
4012;Stadt Bremerhaven;2008-04;Hotels, Hotels garnis, Gasth�fe, Pensionen;17164;9835
4012;Stadt Bremerhaven;2008-04;Sonstige Einrichtungen 3);2426;1002
4012;Stadt Bremerhaven;2008-04;Insgesamt;19590;10837
4012;Stadt Bremerhaven;2008-03;Hotels, Hotels garnis, Gasth�fe, Pensionen;18902;10911
4012;Stadt Bremerhaven;2008-03;Sonstige Einrichtungen 3);3416;878
4012;Stadt Bremerhaven;2008-03;Insgesamt;22318;11789
4012;Stadt Bremerhaven;2008-02;Hotels, Hotels garnis, Gasth�fe, Pensionen;12187;6612
4012;Stadt Bremerhaven;2008-02;Sonstige Einrichtungen 3);1569;645
4012;Stadt Bremerhaven;2008-02;Insgesamt;13756;7257
4012;Stadt Bremerhaven;2008-01;Hotels, Hotels garnis, Gasth�fe, Pensionen;12265;5865
4012;Stadt Bremerhaven;2008-01;Sonstige Einrichtungen 3);1148;560
4012;Stadt Bremerhaven;2008-01;Insgesamt;13413;6425
;;;;;
1) Bis 2011: Betriebe mit 9 oder mehr Betten, ab 2012: Betriebe mit 10 oder mehr Betten.;;;;;
;;;;;
2) Bei Campingpl�tzen wird 1 Stellplatz in 4 Schafgelegenheiten umgerechnet.;;;;;
;;;;;
3) Erholungs- und Ferienheime, Schulungsheime, Schullandheime, Ferienh�user und Ferienwohnungen, Ferienzentren, H�tten, Jugendherbergen und jugendherbergs�hnliche Einrichtungen, Vorsorge- und Rehabilitationseinrichtungen, Campingpl�tze.;;;;;
;;;;;
4) Die ausgewiesenen Werte beinhalten auch r�ckwirkende Korrekturen der Merkmale (durch Auskunftspflichtige).;;;;;
;;;;;
;;;;;
� Statistisches Landesamt Bremen;;;;;
