jahr (FK),monat (FK),landkreis (FK),ankuenfte,uebernachtungen
2015,6,03402,7875,15962
2016,6,03402,8118,16724
2017,6,03402,9180,18542
2018,6,03402,10141,20704
2009,6,03403,11937,23525
2010,6,03403,11530,23332
2011,6,03403,11968,25542
2012,6,03403,12510,27532
2013,6,03403,12138,26615
2014,6,03403,11631,27332
2015,6,03403,14054,29868
2016,6,03403,13955,29776
2017,6,03403,14911,32846
2018,6,03403,16105,35616
2009,6,03404,18184,26421
2010,6,03404,18238,27463
2011,6,03404,17694,28021
2012,6,03404,18375,30346
2013,6,03404,19023,29059
2014,6,03404,17781,28088
2015,6,03404,21663,35010
2016,6,03404,25454,42214
2017,6,03404,28421,44348
2018,6,03404,30059,46703
2009,6,03405,6863,20058
2010,6,03405,8547,24796
2011,6,03405,10505,27612
2012,6,03405,10185,27525
2013,6,03405,10749,28260
2014,6,03405,11355,29367
2015,6,03405,12515,31820
2016,6,03405,11871,31732
2017,6,03405,14363,35763
2018,6,03405,13394,34513
2009,6,03451,24653,80270
2010,6,03451,25206,83758
2011,6,03451,26700,87110
2012,6,03451,24798,80398
2013,6,03451,25112,83380
2014,6,03451,25394,85500
2015,6,03451,26673,86609
2016,6,03451,24981,84860
2017,6,03451,28152,93346
2018,6,03451,27747,89963
2009,6,03452,76353,431343
2010,6,03452,78979,427222
2011,6,03452,92549,473650
2012,6,03452,78278,418533
2013,6,03452,77778,399539
2014,6,03452,89887,437683
2015,6,03452,82972,428426
2016,6,03452,85316,433514
2017,6,03452,102958,491327
2018,6,03452,95660,476056
2009,6,03453,12657,36279
2010,6,03453,14290,37366
2011,6,03453,15180,38314
2012,6,03453,13859,35153
2013,6,03453,13628,33647
2014,6,03453,14832,37087
2015,6,03453,13046,31520
2016,6,03453,14416,36817
2017,6,03453,17168,45745
2018,6,03453,18429,45605
2009,6,03454,60624,175388
2010,6,03454,67505,207469
2011,6,03454,76604,240368
2012,6,03454,69472,218342
2013,6,03454,70503,200759
2014,6,03454,84132,235218
2015,6,03454,67168,188554
2016,6,03454,68198,197348
2017,6,03454,81423,247787
2018,6,03454,79531,230507
2009,6,03455,38455,240818
2010,6,03455,41186,243795
2011,6,03455,49898,268731
2012,6,03455,45449,243666
2013,6,03455,45749,236861
2014,6,03455,48701,265390
2015,6,03455,44091,247433
2016,6,03455,42806,245621
2017,6,03455,54414,308887
2018,6,03455,44438,267113
2009,6,03456,21947,69888
2010,6,03456,26873,89386
2011,6,03456,27263,95618
2012,6,03456,27008,91718
2013,6,03456,26539,90036
2014,6,03456,21805,74202
2015,6,03456,19673,64426
2016,6,03456,18751,57275
2017,6,03456,24947,77832
2018,6,03456,22434,73049
2009,6,03457,30638,174743
2010,6,03457,30518,182404
2011,6,03457,35711,201260
2012,6,03457,33767,178525
2013,6,03457,30725,170887
2014,6,03457,34446,185165
2015,6,03457,32670,182252
2016,6,03457,35096,192299
2017,6,03457,41237,211295
2018,6,03457,42487,220089
2009,6,03458,13426,26115
2010,6,03458,14429,29327
2011,6,03458,14349,28553
2012,6,03458,14907,27651
2013,6,03458,13936,26031
2014,6,03458,17167,30404
2015,6,03458,15669,39193
2016,6,03458,17329,33164
2017,6,03458,20039,37093
2018,6,03458,20616,38509
2009,6,03459,36018,138711
2010,6,03459,40548,161828
2011,6,03459,42397,157552
2012,6,03459,41222,150171
2013,6,03459,44380,151879
2014,6,03459,43742,158951
2015,6,03459,40217,148604
2016,6,03459,41670,148684
2017,6,03459,47299,172789
2018,6,03459,48989,167305
2009,6,03460,11884,25505
2010,6,03460,11544,30898
2011,6,03460,12515,29429
2012,6,03460,12058,27311
2013,6,03460,12503,30492
2014,6,03460,12526,29378
2015,6,03460,13561,31136
2016,6,03460,14299,35219
2017,6,03460,15221,36818
2018,6,03460,14253,37117
2009,6,03461,16235,68549
2010,6,03461,15430,62995
2011,6,03461,20953,85559
2012,6,03461,16604,68438
2013,6,03461,16583,69675
2014,6,03461,22149,88678
2015,6,03461,18601,76244
2016,6,03461,18063,72996
2017,6,03461,24389,93415
2018,6,03461,20495,77697
2009,6,03462,51476,305281
2010,6,03462,52381,285108
2011,6,03462,66998,343553
2012,6,03462,50581,278750
2013,6,03462,51610,263014
2014,6,03462,64839,310379
2015,6,03462,55342,279353
2016,6,03462,52123,266229
2017,6,03462,65128,317068
2018,6,03462,60701,296929
2009,3,03101,21797,41158
2010,3,03101,21959,40963
2011,3,03101,22992,41884
2012,3,03101,23349,42692
2013,3,03101,21609,39719
2014,3,03101,27315,46247
2015,3,03101,26355,47719
2016,3,03101,26207,45887
2017,3,03101,35387,56569
2018,3,03101,33631,53573
2009,3,03102,3177,7710
2010,3,03102,3728,11541
2011,3,03102,3728,10734
2012,3,03102,4057,12847
2013,3,03102,3242,12535
2014,3,03102,3690,11133
2015,3,03102,3984,12355
2016,3,03102,3869,11078
2017,3,03102,4765,12637
2018,3,03102,3858,11387
2009,3,03103,18079,36186
2010,3,03103,20569,41264
2011,3,03103,20312,41164
2012,3,03103,21358,43458
2013,3,03103,19501,40533
2014,3,03103,23831,40801
2015,3,03103,28402,45761
2016,3,03103,25245,42007
2017,3,03103,26330,41332
2018,3,03103,28894,47590
2009,3,03151,9015,25458
2010,3,03151,9798,23300
2011,3,03151,10033,27298
2012,3,03151,11182,32294
2013,3,03151,10627,33717
2014,3,03151,11308,30448
2015,3,03151,10732,30118
2016,3,03151,9139,27455
2017,3,03151,9086,22503
2018,3,03151,9299,24319
2009,3,03153,37638,120495
2010,3,03153,39240,126989
2011,3,03153,39788,122933
2012,3,03153,43189,138670
2013,3,03153,49658,165682
2014,3,03153,41514,134170
2015,3,03153,45046,144323
2016,3,03153,52582,173431
2017,3,03153,43943,141554
2018,3,03153,56203,181455
2009,3,03154,7790,12964
2010,3,03154,7860,13108
2011,3,03154,8158,13377
2012,3,03154,8341,12986
2013,3,03154,8075,13089
2014,3,03154,7901,12902
2015,3,03154,8058,13088
2016,3,03154,7709,13502
2017,3,03154,7517,13480
2018,3,03154,6316,11664
2009,3,03155,11420,37840
2010,3,03155,11664,37906
2011,3,03155,11434,37510
2012,3,03155,11648,39266
2013,3,03155,10068,35682
2014,3,03155,11378,35350
2015,3,03155,11034,34541
2016,3,03155,10005,32571
2017,3,03155,11027,34600
2018,3,03155,10927,34686
2009,3,03157,3409,6356
2010,3,03157,4272,9397
2011,3,03157,4266,8670
2012,3,03157,5043,9646
2013,3,03157,4365,8209
2014,3,03157,4507,7907
2015,3,03157,4326,8275
2016,3,03157,3776,7328
2017,3,03157,4381,8180
2018,3,03157,4258,7379
2009,3,03158,3373,6989
2010,3,03158,4006,9488
2011,3,03158,4082,10458
2012,3,03158,4293,11885
2013,3,03158,3967,11726
2014,3,03158,4720,12247
2015,3,03158,4309,11377
2016,3,03158,3178,9453
2017,3,03158,3835,10476
2018,3,03158,3384,9202
2009,3,03159,42731,99137
2010,3,03159,41237,97775
2011,3,03159,42504,99372
2012,3,03159,44862,106765
2013,3,03159,43625,110460
2014,3,03159,44561,105847
2015,3,03159,47483,116640
2016,3,03159,52150,139408
2017,3,03159,55645,127235
2018,3,03159,53541,130522
2009,3,03241,140624,266298
2010,3,03241,158210,294609
2011,3,03241,155421,297449
2012,3,03241,171664,321521
2013,3,03241,149894,289733
2014,3,03241,168842,316674
2015,3,03241,172998,331163
2016,3,03241,154545,306807
2017,3,03241,181040,338416
2018,3,03241,158809,284588
2009,3,03251,7740,13551
2010,3,03251,8487,16780
2011,3,03251,8510,15190
2012,3,03251,9163,17389
2013,3,03251,7646,16094
2014,3,03251,9051,17042
2015,3,03251,8593,16858
2016,3,03251,8404,17395
2017,3,03251,9669,19617
2018,3,03251,9040,18069
2009,3,03252,18469,94315
2010,3,03252,17912,88875
2011,3,03252,19557,90757
2012,3,03252,20337,93280
2013,3,03252,20745,96154
2014,3,03252,20465,95136
2015,3,03252,20984,93050
2016,3,03252,22237,92286
2017,3,03252,22842,95176
2018,3,03252,21058,89250
2009,3,03254,14854,39543
2010,3,03254,16518,43059
2011,3,03254,17561,44049
2012,3,03254,19351,47951
2013,3,03254,18192,49400
2014,3,03254,19458,48450
2015,3,03254,21301,50238
2016,3,03254,19665,49384
2017,3,03254,22905,53714
2018,3,03254,18241,44361
2009,3,03255,2861,6252
2010,3,03255,3944,8814
2011,3,03255,3306,6771
2012,3,03255,3992,7440
2013,3,03255,4062,9031
2014,3,03255,4414,8820
2015,3,03255,4850,10425
2016,3,03255,5506,12977
2017,3,03255,6077,13468
2018,3,03255,5232,12866
2009,3,03256,5448,9648
2010,3,03256,5673,11422
2011,3,03256,6294,13198
2012,3,03256,7142,15883
2013,3,03256,8009,17932
2014,3,03256,9075,19580
2015,3,03256,7927,18427
2016,3,03256,7359,16876
2017,3,03256,8586,19592
2018,3,03256,7284,16815
2009,3,03257,12582,52058
2010,3,03257,12884,51082
2011,3,03257,13472,56873
2012,3,03257,14205,59508
2013,3,03257,12937,55377
2014,3,03257,13873,56061
2015,3,03257,14007,57640
2016,3,03257,13739,60422
2017,3,03257,14389,59370
2018,3,03257,13035,56586
2009,3,03351,15347,34092
2010,3,03351,16184,36491
2011,3,03351,15353,34585
2012,3,03351,16709,36139
2013,3,03351,16459,39347
2014,3,03351,17494,35896
2015,3,03351,17342,36890
2016,3,03351,16617,38897
2017,3,03351,16670,36838
2018,3,03351,17216,43161
2009,3,03352,27124,104777
2010,3,03352,27719,111893
2011,3,03352,29120,110239
2012,3,03352,30541,108457
2013,3,03352,35189,140716
2014,3,03352,32899,128162
2015,3,03352,35428,127634
2016,3,03352,40386,169298
2017,3,03352,36182,124447
2018,3,03352,42758,153194
2009,3,03353,16587,34089
2010,3,03353,17500,40202
2011,3,03353,18003,41316
2012,3,03353,18231,43603
2013,3,03353,16826,41423
2014,3,03353,17652,39458
2015,3,03353,17528,38451
2016,3,03353,17217,41896
2017,3,03353,18235,39466
2018,3,03353,17258,44959
2009,3,03354,4498,11012
2010,3,03354,4896,14601
2011,3,03354,4203,10214
2012,3,03354,5862,17752
2013,3,03354,5654,16309
2014,3,03354,5224,12995
2015,3,03354,5175,13704
2016,3,03354,6019,18020
2017,3,03354,4525,11995
2018,3,03354,5757,16866
2009,3,03355,15029,32246
2010,3,03355,15959,33407
2011,3,03355,17242,36500
2012,3,03355,18625,39716
2013,3,03355,16854,38610
2014,3,03355,17277,36447
2015,3,03355,17566,37747
2016,3,03355,18284,42631
2017,3,03355,20033,39843
2018,3,03355,20359,40691
2009,3,03356,4057,8018
2010,3,03356,3493,8912
2011,3,03356,3820,10046
2012,3,03356,4254,10536
2013,3,03356,3975,10012
2014,3,03356,4736,11021
2015,3,03356,4003,11759
2016,3,03356,4128,11028
2017,3,03356,4199,8903
2018,3,03356,3920,8841
2009,3,03357,13705,28500
2010,3,03357,13966,31435
2011,3,03357,14960,29953
2012,3,03357,17042,34344
2013,3,03357,14807,33000
2014,3,03357,14379,27474
2015,3,03357,15915,44376
2016,3,03357,15215,39824
2017,3,03357,16818,41412
2018,3,03357,14501,40137
2009,3,03358,37827,128638
2010,3,03358,39008,139048
2011,3,03358,37338,119471
2012,3,03358,40899,133606
2013,3,03358,45042,161999
2014,3,03358,39845,128516
2015,3,03358,42521,140087
2016,3,03358,56390,195711
2017,3,03358,45576,147460
2018,3,03358,57799,187177
2009,3,03359,9199,20992
2010,3,03359,9917,23434
2011,3,03359,10597,24208
2012,3,03359,10887,26892
2013,3,03359,9627,23624
2014,3,03359,10585,25501
2015,3,03359,10201,22851
2016,3,03359,12065,31266
2017,3,03359,11876,27595
2018,3,03359,11968,29454
2009,3,03360,10806,52203
2010,3,03360,11483,55397
2011,3,03360,11096,53050
2012,3,03360,12034,60025
2013,3,03360,11990,60801
2014,3,03360,12120,55801
2015,3,03360,11139,54492
2016,3,03360,12305,60011
2017,3,03360,11451,54105
2018,3,03360,12536,57474
2009,3,03361,9646,18668
2010,3,03361,9256,19816
2011,3,03361,8770,18547
2012,3,03361,10825,22524
2013,3,03361,9711,22223
2014,3,03361,10051,20473
2015,3,03361,9826,19985
2016,3,03361,9705,21484
2017,3,03361,11108,22265
2018,3,03361,12816,26850
2009,3,03401,2336,4141
2010,3,03401,1916,3535
2011,3,03401,2296,4093
2012,3,03401,2037,3580
2013,3,03401,1833,3472
2014,3,03401,2874,4816
2015,3,03401,2245,3654
2016,3,03401,2233,4246
2017,3,03401,2519,4269
2018,3,03401,2310,4247
2009,3,03402,3706,5955
2010,3,03402,4227,7567
2011,3,03402,3996,7482
2012,3,03402,3645,6746
2013,3,03402,4388,9162
2014,3,03402,4777,9644
2015,3,03402,4970,9446
2016,3,03402,5921,11923
2017,3,03402,5896,11628
2018,3,03402,6356,11294
2009,3,03403,9847,15692
2010,3,03403,9991,21088
2011,3,03403,10205,23654
2012,3,03403,10768,24210
2013,3,03403,10085,22941
2014,3,03403,11250,26934
2015,3,03403,11929,26156
2016,3,03403,11194,26816
2017,3,03403,13724,31171
2018,3,03403,11772,28218
2009,3,03404,16251,23419
2010,3,03404,14966,22514
2011,3,03404,16463,25575
2012,3,03404,17281,27263
2013,3,03404,15755,25237
2014,3,03404,17322,26278
2015,3,03404,20305,31794
2016,3,03404,21838,36492
2017,3,03404,27092,39656
2018,3,03404,23825,36621
2009,3,03405,5883,17512
2010,3,03405,5743,17277
2011,3,03405,7190,18643
2012,3,03405,6829,21543
2013,3,03405,7057,21060
2014,3,03405,7948,21604
2015,3,03405,8648,23973
2016,3,03405,9729,26319
2017,3,03405,9550,25152
2018,3,03405,10069,27365
2009,3,03451,15351,46726
2010,3,03451,15065,45374
2011,3,03451,16901,51169
2012,3,03451,16681,51140
2013,3,03451,16334,51985
2014,3,03451,17516,52357
2015,3,03451,18372,54458
2016,3,03451,16487,54888
2017,3,03451,20653,58012
2018,3,03451,20062,61405
2009,3,03452,33609,139601
2010,3,03452,41215,185767
2011,3,03452,37600,154105
2012,3,03452,40472,169092
2013,3,03452,48435,222687
2014,3,03452,41971,182677
2015,3,03452,48006,206860
2016,3,03452,61962,275825
2017,3,03452,48527,189587
2018,3,03452,59687,246468
2009,3,03453,8061,17193
2010,3,03453,9589,24353
2011,3,03453,10148,22068
2012,3,03453,10512,25155
2013,3,03453,10457,26307
2014,3,03453,10911,23540
2015,3,03453,10445,24862
2016,3,03453,10825,29661
2017,3,03453,12328,28885
2018,3,03453,11558,29769
2009,3,03454,25563,64537
2010,3,03454,35448,109865
2011,3,03454,27078,70862
2012,3,03454,34223,104557
2013,3,03454,38801,134846
2014,3,03454,28700,71873
2015,3,03454,30364,83916
2016,3,03454,40583,133917
2017,3,03454,33800,87475
2018,3,03454,47384,150945
2009,3,03455,18722,75116
2010,3,03455,20694,81333
2011,3,03455,15274,48070
2012,3,03455,20627,68801
2013,3,03455,27202,113657
2014,3,03455,18186,70264
2015,3,03455,24139,105970
2016,3,03455,24008,102508
2017,3,03455,18778,75815
2018,3,03455,27368,113028
2009,3,03456,10707,34613
2010,3,03456,13687,43963
2011,3,03456,16003,52465
2012,3,03456,15883,50363
2013,3,03456,17720,59988
2014,3,03456,14086,46068
2015,3,03456,13777,46593
2016,3,03456,15406,54615
2017,3,03456,15016,50766
2018,3,03456,16995,57601
2009,3,03457,11929,63606
2010,3,03457,14711,78306
2011,3,03457,14160,68757
2012,3,03457,16964,74462
2013,3,03457,18982,95605
2014,3,03457,15298,75111
2015,3,03457,16924,84333
2016,3,03457,22328,107710
2017,3,03457,17121,76516
2018,3,03457,24432,109815
2009,3,03458,8381,17096
2010,3,03458,8396,17538
2011,3,03458,9163,17021
2012,3,03458,9148,17637
2013,3,03458,8199,16572
2014,3,03458,10044,18246
2015,3,03458,10276,17949
2016,3,03458,11279,21223
2017,3,03458,11871,20935
2018,3,03458,12572,22561
2009,3,03459,20954,98385
2010,3,03459,23051,103926
2011,3,03459,23964,102965
2012,3,03459,28830,115991
2013,3,03459,28447,120202
2014,3,03459,25564,111732
2015,3,03459,26133,110563
2016,3,03459,29900,128813
2017,3,03459,30018,120944
2018,3,03459,30763,126901
2009,3,03460,8938,18865
2010,3,03460,9031,24621
2011,3,03460,8660,21102
2012,3,03460,9043,22584
2013,3,03460,8185,20740
2014,3,03460,9531,23013
2015,3,03460,8885,21911
2016,3,03460,9117,24366
2017,3,03460,11004,26245
2018,3,03460,9843,28173
2009,3,03461,12309,47665
2010,3,03461,11178,44888
2011,3,03461,9800,34856
2012,3,03461,11976,46947
2013,3,03461,14044,59383
2014,3,03461,13335,50181
2015,3,03461,14007,55472
2016,3,03461,14813,57830
2017,3,03461,11630,40252
2018,3,03461,13534,51933
2009,3,03462,19220,80202
2010,3,03462,24658,106470
2011,3,03462,21206,81521
2012,3,03462,24923,95017
2013,3,03462,29500,134915
2014,3,03462,20580,95114
2015,3,03462,24830,107255
2016,3,03462,34846,164341
2017,3,03462,25062,103314
2018,3,03462,33917,142732
2009,5,03101,22911,41666
2010,5,03101,22708,40213
2011,5,03101,25869,45552
2012,5,03101,23894,41340
2013,5,03101,24543,43135
2014,5,03101,28215,47267
2015,5,03101,26663,46404
2016,5,03101,30015,50469
2017,5,03101,40551,63350
2018,5,03101,35023,55975
2009,5,03102,3604,7760
2010,5,03102,3524,11220
2011,5,03102,4408,12788
2012,5,03102,4101,12885
2013,5,03102,4318,14043
2014,5,03102,4194,11767
2015,5,03102,4265,11616
2016,5,03102,4483,11431
2017,5,03102,5995,16159
2018,5,03102,4955,14029
2009,5,03103,22436,44669
2010,5,03103,22628,46411
2011,5,03103,23705,45993
2012,5,03103,22124,46007
2013,5,03103,20450,44706
2014,5,03103,25830,45251
2015,5,03103,30254,52573
2016,5,03103,28288,47477
2017,5,03103,32144,49969
2018,5,03103,33025,54340
2009,5,03151,12560,32690
2010,5,03151,12845,32469
2011,5,03151,12486,33978
2012,5,03151,13993,37285
2013,5,03151,14693,39074
2014,5,03151,14181,37795
2015,5,03151,13214,38003
2016,5,03151,11910,31462
2017,5,03151,12380,28762
2018,5,03151,12177,28908
2009,5,03153,63653,201769
2010,5,03153,63357,200475
2011,5,03153,58137,183080
2012,5,03153,65988,211928
2013,5,03153,68914,224532
2014,5,03153,64094,204815
2015,5,03153,70431,224038
2016,5,03153,70780,220881
2017,5,03153,66200,207113
2018,5,03153,74895,232556
2009,5,03154,9412,17512
2010,5,03154,9606,17963
2011,5,03154,10572,17369
2012,5,03154,9387,16206
2013,5,03154,9554,15462
2014,5,03154,8614,14564
2015,5,03154,9209,14773
2016,5,03154,10341,16403
2017,5,03154,9441,15870
2018,5,03154,8777,15266
2009,5,03155,17056,52866
2010,5,03155,17059,51209
2011,5,03155,16088,48678
2012,5,03155,16174,47781
2013,5,03155,15436,45619
2014,5,03155,16572,46886
2015,5,03155,15928,43540
2016,5,03155,15167,42982
2017,5,03155,14946,41674
2018,5,03155,14985,41617
2009,5,03157,4032,7560
2010,5,03157,4807,9904
2011,5,03157,5482,10543
2012,5,03157,5277,9471
2013,5,03157,5096,8700
2014,5,03157,5097,8969
2015,5,03157,5094,9454
2016,5,03157,4641,8653
2017,5,03157,5691,10108
2018,5,03157,4790,8077
2009,5,03158,4005,8133
2010,5,03158,4932,10300
2011,5,03158,5682,13489
2012,5,03158,5514,12943
2013,5,03158,5486,13153
2014,5,03158,5688,14185
2015,5,03158,5370,13831
2016,5,03158,4597,12360
2017,5,03158,4991,12655
2018,5,03158,4694,11594
2009,5,03159,58876,147481
2010,5,03159,57870,139656
2011,5,03159,58949,137527
2012,5,03159,61497,148725
2013,5,03159,62566,155321
2014,5,03159,60808,147487
2015,5,03159,67992,172133
2016,5,03159,71163,177609
2017,5,03159,68078,163602
2018,5,03159,73418,180453
2009,5,03241,161572,315669
2010,5,03241,159458,278496
2011,5,03241,194681,364177
2012,5,03241,167671,318260
2013,5,03241,186028,348141
2014,5,03241,188024,349228
2015,5,03241,198296,373667
2016,5,03241,183071,328413
2017,5,03241,216687,397044
2018,5,03241,195892,344356
2009,5,03251,11975,22517
2010,5,03251,12188,23279
2011,5,03251,12349,22335
2012,5,03251,12377,25233
2013,5,03251,13049,25658
2014,5,03251,12804,25168
2015,5,03251,12653,25650
2016,5,03251,13778,29735
2017,5,03251,13753,28869
2018,5,03251,15359,30834
2009,5,03252,29980,127061
2010,5,03252,28068,118437
2011,5,03252,28891,124516
2012,5,03252,27944,114862
2013,5,03252,29848,117020
2014,5,03252,28233,117682
2015,5,03252,30553,115851
2016,5,03252,32831,117600
2017,5,03252,30749,110765
2018,5,03252,31456,111963
2009,5,03254,18160,46558
2010,5,03254,17622,40919
2011,5,03254,21128,52747
2012,5,03254,21044,50225
2013,5,03254,20657,48965
2014,5,03254,20872,51024
2015,5,03254,23407,57151
2016,5,03254,22944,52718
2017,5,03254,25930,63506
2018,5,03254,23862,53278
2009,5,03255,8382,19097
2010,5,03255,11494,21078
2011,5,03255,9140,17416
2012,5,03255,12088,23617
2013,5,03255,13412,25636
2014,5,03255,10607,22242
2015,5,03255,14810,31280
2016,5,03255,17561,38572
2017,5,03255,14213,30228
2018,5,03255,15350,34084
2009,5,03256,8149,13432
2010,5,03256,8046,13205
2011,5,03256,7908,15098
2012,5,03256,9505,18309
2013,5,03256,10725,21981
2014,5,03256,9774,20395
2015,5,03256,10546,20017
2016,5,03256,11852,24766
2017,5,03256,12714,27009
2018,5,03256,13371,26293
2009,5,03257,19977,72416
2010,5,03257,18300,66684
2011,5,03257,19245,64709
2012,5,03257,20636,73361
2013,5,03257,22280,74449
2014,5,03257,20425,73564
2015,5,03257,22400,78138
2016,5,03257,21985,78916
2017,5,03257,21059,73998
2018,5,03257,21907,72103
2009,5,03351,27045,68157
2010,5,03351,24653,58466
2011,5,03351,26656,56973
2012,5,03351,27878,64873
2013,5,03351,29549,68271
2014,5,03351,27049,58580
2015,5,03351,28850,67660
2016,5,03351,29695,70507
2017,5,03351,28184,66145
2018,5,03351,33308,85555
2009,5,03352,62791,262734
2010,5,03352,61821,258810
2011,5,03352,50748,213955
2012,5,03352,62623,237628
2013,5,03352,64928,268839
2014,5,03352,58961,238082
2015,5,03352,71631,287514
2016,5,03352,72975,285437
2017,5,03352,63076,250414
2018,5,03352,82762,319784
2009,5,03353,26556,63236
2010,5,03353,26813,61627
2011,5,03353,30518,69173
2012,5,03353,34733,82561
2013,5,03353,31196,74857
2014,5,03353,33069,77469
2015,5,03353,30954,68500
2016,5,03353,30592,67585
2017,5,03353,30389,65311
2018,5,03353,30339,68136
2009,5,03354,13189,37489
2010,5,03354,12781,35663
2011,5,03354,9357,24104
2012,5,03354,13514,35478
2013,5,03354,12899,33823
2014,5,03354,10475,33476
2015,5,03354,13354,34229
2016,5,03354,14444,37826
2017,5,03354,11749,30270
2018,5,03354,14868,39951
2009,5,03355,25078,57470
2010,5,03355,25857,56073
2011,5,03355,25836,55598
2012,5,03355,27713,61222
2013,5,03355,27092,63618
2014,5,03355,27798,60379
2015,5,03355,28448,67581
2016,5,03355,28295,65502
2017,5,03355,29528,65837
2018,5,03355,31317,68329
2009,5,03356,6840,15719
2010,5,03356,6397,15309
2011,5,03356,5875,15156
2012,5,03356,6516,16333
2013,5,03356,6957,16705
2014,5,03356,5835,13740
2015,5,03356,6208,15639
2016,5,03356,6485,15750
2017,5,03356,6784,15420
2018,5,03356,7345,17321
2009,5,03357,20409,46370
2010,5,03357,21206,46612
2011,5,03357,22846,51584
2012,5,03357,22800,51709
2013,5,03357,21543,44986
2014,5,03357,21029,48227
2015,5,03357,22542,57487
2016,5,03357,22127,54939
2017,5,03357,21777,55760
2018,5,03357,22410,56119
2009,5,03358,79122,247518
2010,5,03358,79025,241256
2011,5,03358,57572,175113
2012,5,03358,76558,244766
2013,5,03358,85762,270765
2014,5,03358,74435,211894
2015,5,03358,89924,275330
2016,5,03358,100516,315213
2017,5,03358,83487,241862
2018,5,03358,107615,321050
2009,5,03359,18142,43770
2010,5,03359,22109,54119
2011,5,03359,22879,56628
2012,5,03359,22403,55487
2013,5,03359,22148,54887
2014,5,03359,20624,49058
2015,5,03359,21754,51451
2016,5,03359,22847,55971
2017,5,03359,22833,53433
2018,5,03359,25863,65055
2009,5,03360,14400,70488
2010,5,03360,14896,71787
2011,5,03360,14107,66348
2012,5,03360,16024,75332
2013,5,03360,16827,75766
2014,5,03360,15091,69324
2015,5,03360,16417,75385
2016,5,03360,17972,76931
2017,5,03360,16622,68120
2018,5,03360,16984,71793
2009,5,03361,12626,25312
2010,5,03361,13135,26065
2011,5,03361,12534,24685
2012,5,03361,14206,27309
2013,5,03361,14190,28218
2014,5,03361,13959,27425
2015,5,03361,13385,27230
2016,5,03361,15720,30014
2017,5,03361,16375,31808
2018,5,03361,18310,34782
2009,5,03401,3104,5350
2010,5,03401,2478,4749
2011,5,03401,2238,4346
2012,5,03401,2533,4604
2013,5,03401,2653,4983
2014,5,03401,2377,4274
2015,5,03401,2407,4800
2016,5,03401,2933,5788
2017,5,03401,2942,5216
2018,5,03401,2714,4633
2009,5,03402,6662,12070
2010,5,03402,6368,13205
2011,5,03402,5521,10873
2012,5,03402,6469,13560
2013,5,03402,8133,14539
2014,5,03402,8451,15775
2015,5,03402,8125,16366
2016,5,03402,8831,17565
2017,5,03402,8238,16635
2018,5,03402,10129,19720
2009,5,03403,11344,19844
2010,5,03403,13198,27451
2011,5,03403,12202,25971
2012,5,03403,12373,28151
2013,5,03403,12915,27512
2014,5,03403,13106,29434
2015,5,03403,13474,29828
2016,5,03403,15085,31908
2017,5,03403,15918,34080
2018,5,03403,15472,33962
2009,5,03404,17345,27678
2010,5,03404,17849,27851
2011,5,03404,20135,30371
2012,5,03404,18535,28729
2013,5,03404,19511,30433
2014,5,03404,19921,30635
2015,5,03404,23482,37134
2016,5,03404,23954,38737
2017,5,03404,29662,46689
2018,5,03404,30080,45464
2009,5,03405,7123,20914
2010,5,03405,8728,24382
2011,5,03405,10308,27365
2012,5,03405,9530,27059
2013,5,03405,10776,28282
2014,5,03405,10498,27790
2015,5,03405,11442,29590
2016,5,03405,12976,35047
2017,5,03405,12072,32082
2018,5,03405,13784,34173
2009,5,03451,28013,92592
2010,5,03451,30160,97295
2011,5,03451,27751,90407
2012,5,03451,27864,92442
2013,5,03451,27916,92473
2014,5,03451,29401,96401
2015,5,03451,29702,95852
2016,5,03451,30593,101111
2017,5,03451,30205,95456
2018,5,03451,33002,107266
2009,5,03452,81673,384980
2010,5,03452,84423,404956
2011,5,03452,70607,350398
2012,5,03452,82559,401142
2013,5,03452,87787,412795
2014,5,03452,79964,374155
2015,5,03452,88247,402343
2016,5,03452,101406,452932
2017,5,03452,90255,416192
2018,5,03452,112673,505515
2009,5,03453,12820,34033
2010,5,03453,14863,38681
2011,5,03453,13309,31053
2012,5,03453,13993,35368
2013,5,03453,14811,38985
2014,5,03453,14407,34952
2015,5,03453,14818,38272
2016,5,03453,15341,39498
2017,5,03453,16185,39706
2018,5,03453,18455,46729
2009,5,03454,69483,195670
2010,5,03454,65328,197320
2011,5,03454,63897,178332
2012,5,03454,73158,226879
2013,5,03454,74129,219333
2014,5,03454,85768,239235
2015,5,03454,78286,234188
2016,5,03454,85024,250943
2017,5,03454,85808,259856
2018,5,03454,90567,265683
2009,5,03455,42994,232559
2010,5,03455,41166,222763
2011,5,03455,33065,205535
2012,5,03455,52920,259448
2013,5,03455,54406,257458
2014,5,03455,40076,221902
2015,5,03455,47399,248112
2016,5,03455,53214,262369
2017,5,03455,44213,245090
2018,5,03455,59195,290821
2009,5,03456,18710,72243
2010,5,03456,25268,95671
2011,5,03456,24665,99060
2012,5,03456,22678,107139
2013,5,03456,28498,99257
2014,5,03456,20448,65511
2015,5,03456,21870,75506
2016,5,03456,21435,72412
2017,5,03456,23687,79649
2018,5,03456,23280,78142
2009,5,03457,30115,163182
2010,5,03457,29851,165177
2011,5,03457,28576,162914
