jahr (FK),monat (FK),landkreis (FK),ankuenfte,uebernachtungen
2009,9,03153,62561,217234
2010,9,03153,69807,228647
2011,9,03153,75257,236246
2012,9,03153,76268,247083
2013,9,03153,73965,236149
2014,9,03153,70967,227048
2015,9,03153,70810,226376
2016,9,03153,79945,241223
2017,9,03153,76024,232100
2018,9,03153,81232,244977
2009,9,03154,9100,16435
2010,9,03154,9605,16957
2011,9,03154,9776,16392
2012,9,03154,10582,17255
2013,9,03154,10483,18593
2014,9,03154,10846,16993
2015,9,03154,9687,16317
2016,9,03154,11974,17351
2017,9,03154,10453,17414
2018,9,03154,10822,18362
2009,9,03155,18272,55610
2010,9,03155,18068,54897
2011,9,03155,19514,55345
2012,9,03155,17572,50288
2013,9,03155,16932,49859
2014,9,03155,17254,49134
2015,9,03155,15951,44174
2016,9,03155,16935,43690
2017,9,03155,17092,43332
2018,9,03155,17056,43957
2009,9,03157,4215,8985
2010,9,03157,5180,10820
2011,9,03157,5309,10898
2012,9,03157,6240,10753
2013,9,03157,6022,10395
2014,9,03157,5734,9909
2015,9,03157,5077,8578
2016,9,03157,5198,9264
2017,9,03157,5599,10017
2018,9,03157,6390,10885
2009,9,03158,4635,10282
2010,9,03158,5162,11411
2011,9,03158,5572,14003
2012,9,03158,5835,14192
2013,9,03158,5688,14755
2014,9,03158,5444,13777
2015,9,03158,5334,14270
2016,9,03158,4859,11901
2017,9,03158,5077,12659
2018,9,03158,5139,12225
2009,9,03159,59519,150921
2010,9,03159,60914,141356
2011,9,03159,65141,149800
2012,9,03159,67540,159936
2013,9,03159,66257,161055
2014,9,03159,67177,164491
2015,9,03159,67905,168882
2016,9,03159,74086,171351
2017,9,03159,76954,174804
2018,9,03159,76828,179774
2009,9,03241,168538,296319
2010,9,03241,186062,355718
2011,9,03241,189886,385225
2012,9,03241,206737,391041
2013,9,03241,194171,373896
2014,9,03241,196106,378739
2015,9,03241,194464,347517
2016,9,03241,213076,401470
2017,9,03241,219338,416799
2018,9,03241,218607,427121
2009,9,03251,9855,18013
2010,9,03251,11223,22227
2011,9,03251,12888,24104
2012,9,03251,12431,24752
2013,9,03251,12676,25103
2014,9,03251,12241,24041
2015,9,03251,12209,25234
2016,9,03251,13289,26748
2017,9,03251,13999,26582
2018,9,03251,14633,29729
2009,9,03252,26638,111687
2010,9,03252,28342,114746
2011,9,03252,30448,119732
2012,9,03252,31008,125007
2013,9,03252,31071,122023
2014,9,03252,28866,112784
2015,9,03252,28777,108208
2016,9,03252,32240,114886
2017,9,03252,30681,107904
2018,9,03252,32421,110584
2009,9,03254,18815,43183
2010,9,03254,21655,53563
2011,9,03254,22874,57071
2012,9,03254,25214,57602
2013,9,03254,25370,61022
2014,9,03254,24399,57597
2015,9,03254,24979,54809
2016,9,03254,26505,61608
2017,9,03254,28600,66251
2018,9,03254,29972,65839
2009,9,03255,6864,16926
2010,9,03255,8293,17435
2011,9,03255,9633,19447
2012,9,03255,9934,22007
2013,9,03255,10048,21147
2014,9,03255,11136,23054
2015,9,03255,10188,22493
2016,9,03255,14516,30998
2017,9,03255,12444,25188
2018,9,03255,13382,29818
2009,9,03256,8158,12846
2010,9,03256,8488,14268
2011,9,03256,9575,18116
2012,9,03256,9838,19877
2013,9,03256,10998,22951
2014,9,03256,11367,23034
2015,9,03256,10174,20580
2016,9,03256,12066,24918
2017,9,03256,12357,24756
2018,9,03256,12554,25508
2009,9,03257,17021,60875
2010,9,03257,17767,61228
2011,9,03257,20309,73905
2012,9,03257,21322,71263
2013,9,03257,21842,74517
2014,9,03257,22190,73807
2015,9,03257,19841,70434
2016,9,03257,23346,75511
2017,9,03257,21796,73706
2018,9,03257,24687,79245
2009,9,03351,25288,59980
2010,9,03351,28406,65782
2011,9,03351,30259,68882
2012,9,03351,32264,72080
2013,9,03351,31616,71246
2014,9,03351,30234,70125
2015,9,03351,29132,67804
2016,9,03351,33410,77128
2017,9,03351,33856,79901
2018,9,03351,34971,83213
2009,9,03352,53433,261630
2010,9,03352,52760,246413
2011,9,03352,55134,248412
2012,9,03352,58912,261260
2013,9,03352,55466,250038
2014,9,03352,60731,276561
2015,9,03352,60630,274750
2016,9,03352,67476,292890
2017,9,03352,67217,286647
2018,9,03352,67618,288904
2009,9,03353,28983,71194
2010,9,03353,28992,74756
2011,9,03353,32407,77635
2012,9,03353,32978,76665
2013,9,03353,31426,75561
2014,9,03353,33099,76053
2015,9,03353,31268,74275
2016,9,03353,31824,67561
2017,9,03353,33460,72470
2018,9,03353,35502,80480
2009,9,03354,9155,26188
2010,9,03354,9767,27480
2011,9,03354,9228,25717
2012,9,03354,10493,28848
2013,9,03354,9292,24034
2014,9,03354,9000,25803
2015,9,03354,9330,22592
2016,9,03354,10790,26548
2017,9,03354,9924,26215
2018,9,03354,10630,28144
2009,9,03355,26131,58315
2010,9,03355,27610,59314
2011,9,03355,27430,60561
2012,9,03355,29818,65651
2013,9,03355,28353,62628
2014,9,03355,29614,67997
2015,9,03355,28633,62725
2016,9,03355,31471,68700
2017,9,03355,31722,66141
2018,9,03355,32294,70732
2009,9,03356,5927,15407
2010,9,03356,6327,15722
2011,9,03356,6503,16015
2012,9,03356,6899,17069
2013,9,03356,6765,16415
2014,9,03356,6217,13904
2015,9,03356,6583,15565
2016,9,03356,6617,14585
2017,9,03356,6445,14815
2018,9,03356,7162,16790
2009,9,03357,20738,48286
2010,9,03357,21667,52007
2011,9,03357,22687,52334
2012,9,03357,21982,50423
2013,9,03357,21480,50437
2014,9,03357,20576,47963
2015,9,03357,21772,59073
2016,9,03357,23179,59701
2017,9,03357,23113,58692
2018,9,03357,22531,59834
2009,9,03358,66671,210968
2010,9,03358,67997,208187
2011,9,03358,76845,248583
2012,9,03358,75234,223717
2013,9,03358,75072,229846
2014,9,03358,80618,245360
2015,9,03358,80411,239032
2016,9,03358,90938,258375
2017,9,03358,96253,268716
2018,9,03358,92588,259767
2009,9,03359,17188,43815
2010,9,03359,19505,46604
2011,9,03359,19947,48744
2012,9,03359,19808,48261
2013,9,03359,19305,48172
2014,9,03359,19965,46670
2015,9,03359,18299,46763
2016,9,03359,22445,52599
2017,9,03359,23187,54380
2018,9,03359,23140,57872
2009,9,03360,16248,79066
2010,9,03360,16094,80886
2011,9,03360,16501,79052
2012,9,03360,17063,82897
2013,9,03360,18816,82928
2014,9,03360,17024,82045
2015,9,03360,16884,78868
2016,9,03360,18723,80860
2017,9,03360,18893,80986
2018,9,03360,18343,78059
2009,9,03361,13396,25897
2010,9,03361,12555,25258
2011,9,03361,13452,27246
2012,9,03361,15164,32296
2013,9,03361,13645,28673
2014,9,03361,14500,30196
2015,9,03361,14548,29345
2016,9,03361,14529,30660
2017,9,03361,15441,31998
2018,9,03361,18432,35989
2009,9,03401,2996,4615
2010,9,03401,2802,5321
2011,9,03401,2851,5331
2012,9,03401,3433,5998
2013,9,03401,2384,4190
2014,9,03401,2521,5367
2015,9,03401,2435,4541
2016,9,03401,2956,5808
2017,9,03401,3305,5771
2018,9,03401,3144,5637
2009,9,03402,6178,11777
2010,9,03402,5940,11993
2011,9,03402,6543,13296
2012,9,03402,6620,13693
2013,9,03402,7852,16252
2014,9,03402,8082,16014
2015,9,03402,8095,17739
2016,9,03402,8758,18704
2017,9,03402,9134,18749
2018,9,03402,9938,20107
2009,9,03403,11924,25800
2010,9,03403,12117,25598
2011,9,03403,12490,27346
2012,9,03403,11992,27337
2013,9,03403,12048,29096
2014,9,03403,15193,32954
2015,9,03403,14592,31374
2016,9,03403,15279,32348
2017,9,03403,16773,35947
2018,9,03403,16035,35950
2009,9,03404,18295,27773
2010,9,03404,20861,31911
2011,9,03404,21296,32656
2012,9,03404,19974,31387
2013,9,03404,19604,30695
2014,9,03404,20351,31940
2015,9,03404,25270,41621
2016,9,03404,29458,46270
2017,9,03404,28246,44768
2018,9,03404,28760,45275
2009,9,03405,7242,22182
2010,9,03405,7899,23577
2011,9,03405,9783,27416
2012,9,03405,10126,29112
2013,9,03405,10340,28965
2014,9,03405,11571,32327
2015,9,03405,11068,31026
2016,9,03405,12607,34380
2017,9,03405,13386,36673
2018,9,03405,13331,35162
2009,9,03451,23460,76285
2010,9,03451,22613,75065
2011,9,03451,25498,80015
2012,9,03451,25310,80361
2013,9,03451,23075,76527
2014,9,03451,25717,81217
2015,9,03451,25397,81506
2016,9,03451,27567,87983
2017,9,03451,28285,89782
2018,9,03451,28456,90228
2009,9,03452,77940,440189
2010,9,03452,79579,436629
2011,9,03452,84396,440513
2012,9,03452,84496,436360
2013,9,03452,84069,431042
2014,9,03452,85614,452183
2015,9,03452,82576,432371
2016,9,03452,98810,477209
2017,9,03452,97439,474551
2018,9,03452,98800,488456
2009,9,03453,12235,31792
2010,9,03453,13286,31641
2011,9,03453,13382,31480
2012,9,03453,13963,33220
2013,9,03453,13305,30615
2014,9,03453,14223,34508
2015,9,03453,13834,33530
2016,9,03453,14369,34081
2017,9,03453,16530,38575
2018,9,03453,16929,41019
2009,9,03454,59790,184402
2010,9,03454,61665,197057
2011,9,03454,68601,210072
2012,9,03454,69182,217575
2013,9,03454,67321,191887
2014,9,03454,73845,225427
2015,9,03454,72660,215496
2016,9,03454,78787,226423
2017,9,03454,80933,241655
2018,9,03454,82556,246310
2009,9,03455,33056,189704
2010,9,03455,33970,188534
2011,9,03455,38649,189802
2012,9,03455,44875,199428
2013,9,03455,44419,194367
2014,9,03455,42797,203591
2015,9,03455,40431,200214
2016,9,03455,50526,220621
2017,9,03455,46673,220387
2018,9,03455,47429,227849
2009,9,03456,18002,62250
2010,9,03456,21029,72886
2011,9,03456,21862,71466
2012,9,03456,19341,61543
2013,9,03456,25261,80303
2014,9,03456,21567,69842
2015,9,03456,20382,64508
2016,9,03456,21780,69729
2017,9,03456,21931,73713
2018,9,03456,21852,75467
2009,9,03457,28340,179026
2010,9,03457,29573,181128
2011,9,03457,30379,173502
2012,9,03457,31159,175078
2013,9,03457,29691,171173
2014,9,03457,31803,182535
2015,9,03457,30183,176357
2016,9,03457,45859,218780
2017,9,03457,41073,209840
2018,9,03457,40594,208627
2009,9,03458,12597,26434
2010,9,03458,13575,27460
2011,9,03458,12872,25669
2012,9,03458,13784,27646
2013,9,03458,13859,26776
2014,9,03458,13251,28235
2015,9,03458,15202,27655
2016,9,03458,17218,32649
2017,9,03458,18475,33251
2018,9,03458,16723,31369
2009,9,03459,33546,133753
2010,9,03459,35150,146076
2011,9,03459,37395,135119
2012,9,03459,38565,140192
2013,9,03459,38218,141150
2014,9,03459,38706,143751
2015,9,03459,37890,139628
2016,9,03459,41602,146671
2017,9,03459,44258,154613
2018,9,03459,45624,154975
2009,9,03460,10967,25863
2010,9,03460,11788,28779
2011,9,03460,11844,27421
2012,9,03460,11900,27958
2013,9,03460,11641,26678
2014,9,03460,11320,26128
2015,9,03460,12935,29114
2016,9,03460,13694,31846
2017,9,03460,13943,33781
2018,9,03460,15287,36038
2009,9,03461,13368,60655
2010,9,03461,13108,57296
2011,9,03461,16413,66074
2012,9,03461,16057,61451
2013,9,03461,16962,68920
2014,9,03461,18067,76631
2015,9,03461,16095,68778
2016,9,03461,20757,81382
2017,9,03461,19551,79160
2018,9,03461,17805,71172
2009,9,03462,46260,282610
2010,9,03462,45037,266158
2011,9,03462,47997,269061
2012,9,03462,48053,265452
2013,9,03462,45667,251505
2014,9,03462,49571,277719
2015,9,03462,46426,258007
2016,9,03462,58323,296761
2017,9,03462,55022,286770
2018,9,03462,57430,294583
