jahr (FK),monat (FK),landkreis (FK),ankuenfte,uebernachtungen
2014,9,03151,40202,14092
2015,9,03151,38859,13917
2016,9,03151,36643,13803
2017,9,03151,31802,13827
2018,9,03151,34459,13279
2009,9,03153,217234,62561
2010,9,03153,228647,69807
2011,9,03153,236246,75257
2012,9,03153,247083,76268
2013,9,03153,236149,73965
2014,9,03153,227048,70967
2015,9,03153,226376,70810
2016,9,03153,241223,79945
2017,9,03153,232100,76024
2018,9,03153,244977,81232
2009,9,03154,16435,9100
2010,9,03154,16957,9605
2011,9,03154,16392,9776
2012,9,03154,17255,10582
2013,9,03154,18593,10483
2014,9,03154,16993,10846
2015,9,03154,16317,9687
2016,9,03154,17351,11974
2017,9,03154,17414,10453
2018,9,03154,18362,10822
2009,9,03155,55610,18272
2010,9,03155,54897,18068
2011,9,03155,55345,19514
2012,9,03155,50288,17572
2013,9,03155,49859,16932
2014,9,03155,49134,17254
2015,9,03155,44174,15951
2016,9,03155,43690,16935
2017,9,03155,43332,17092
2018,9,03155,43957,17056
2009,9,03157,8985,4215
2010,9,03157,10820,5180
2011,9,03157,10898,5309
2012,9,03157,10753,6240
2013,9,03157,10395,6022
2014,9,03157,9909,5734
2015,9,03157,8578,5077
2016,9,03157,9264,5198
2017,9,03157,10017,5599
2018,9,03157,10885,6390
2009,9,03158,10282,4635
2010,9,03158,11411,5162
2011,9,03158,14003,5572
2012,9,03158,14192,5835
2013,9,03158,14755,5688
2014,9,03158,13777,5444
2015,9,03158,14270,5334
2016,9,03158,11901,4859
2017,9,03158,12659,5077
2018,9,03158,12225,5139
2009,9,03159,150921,59519
2010,9,03159,141356,60914
2011,9,03159,149800,65141
2012,9,03159,159936,67540
2013,9,03159,161055,66257
2014,9,03159,164491,67177
2015,9,03159,168882,67905
2016,9,03159,171351,74086
2017,9,03159,174804,76954
2018,9,03159,179774,76828
2009,9,03241,296319,168538
2010,9,03241,355718,186062
2011,9,03241,385225,189886
2012,9,03241,391041,206737
2013,9,03241,373896,194171
2014,9,03241,378739,196106
2015,9,03241,347517,194464
2016,9,03241,401470,213076
2017,9,03241,416799,219338
2018,9,03241,427121,218607
2009,9,03251,18013,9855
2010,9,03251,22227,11223
2011,9,03251,24104,12888
2012,9,03251,24752,12431
2013,9,03251,25103,12676
2014,9,03251,24041,12241
2015,9,03251,25234,12209
2016,9,03251,26748,13289
2017,9,03251,26582,13999
2018,9,03251,29729,14633
2009,9,03252,111687,26638
2010,9,03252,114746,28342
2011,9,03252,119732,30448
2012,9,03252,125007,31008
2013,9,03252,122023,31071
2014,9,03252,112784,28866
2015,9,03252,108208,28777
2016,9,03252,114886,32240
2017,9,03252,107904,30681
2018,9,03252,110584,32421
2009,9,03254,43183,18815
2010,9,03254,53563,21655
2011,9,03254,57071,22874
2012,9,03254,57602,25214
2013,9,03254,61022,25370
2014,9,03254,57597,24399
2015,9,03254,54809,24979
2016,9,03254,61608,26505
2017,9,03254,66251,28600
2018,9,03254,65839,29972
2009,9,03255,16926,6864
2010,9,03255,17435,8293
2011,9,03255,19447,9633
2012,9,03255,22007,9934
2013,9,03255,21147,10048
2014,9,03255,23054,11136
2015,9,03255,22493,10188
2016,9,03255,30998,14516
2017,9,03255,25188,12444
2018,9,03255,29818,13382
2009,9,03256,12846,8158
2010,9,03256,14268,8488
2011,9,03256,18116,9575
2012,9,03256,19877,9838
2013,9,03256,22951,10998
2014,9,03256,23034,11367
2015,9,03256,20580,10174
2016,9,03256,24918,12066
2017,9,03256,24756,12357
2018,9,03256,25508,12554
2009,9,03257,60875,17021
2010,9,03257,61228,17767
2011,9,03257,73905,20309
2012,9,03257,71263,21322
2013,9,03257,74517,21842
2014,9,03257,73807,22190
2015,9,03257,70434,19841
2016,9,03257,75511,23346
2017,9,03257,73706,21796
2018,9,03257,79245,24687
2009,9,03351,59980,25288
2010,9,03351,65782,28406
2011,9,03351,68882,30259
2012,9,03351,72080,32264
2013,9,03351,71246,31616
2014,9,03351,70125,30234
2015,9,03351,67804,29132
2016,9,03351,77128,33410
2017,9,03351,79901,33856
2018,9,03351,83213,34971
2009,9,03352,261630,53433
2010,9,03352,246413,52760
2011,9,03352,248412,55134
2012,9,03352,261260,58912
2013,9,03352,250038,55466
2014,9,03352,276561,60731
2015,9,03352,274750,60630
2016,9,03352,292890,67476
2017,9,03352,286647,67217
2018,9,03352,288904,67618
2009,9,03353,71194,28983
2010,9,03353,74756,28992
2011,9,03353,77635,32407
2012,9,03353,76665,32978
2013,9,03353,75561,31426
2014,9,03353,76053,33099
2015,9,03353,74275,31268
2016,9,03353,67561,31824
2017,9,03353,72470,33460
2018,9,03353,80480,35502
2009,9,03354,26188,9155
2010,9,03354,27480,9767
2011,9,03354,25717,9228
2012,9,03354,28848,10493
2013,9,03354,24034,9292
2014,9,03354,25803,9000
2015,9,03354,22592,9330
2016,9,03354,26548,10790
2017,9,03354,26215,9924
2018,9,03354,28144,10630
2009,9,03355,58315,26131
2010,9,03355,59314,27610
2011,9,03355,60561,27430
2012,9,03355,65651,29818
2013,9,03355,62628,28353
2014,9,03355,67997,29614
2015,9,03355,62725,28633
2016,9,03355,68700,31471
2017,9,03355,66141,31722
2018,9,03355,70732,32294
2009,9,03356,15407,5927
2010,9,03356,15722,6327
2011,9,03356,16015,6503
2012,9,03356,17069,6899
2013,9,03356,16415,6765
2014,9,03356,13904,6217
2015,9,03356,15565,6583
2016,9,03356,14585,6617
2017,9,03356,14815,6445
2018,9,03356,16790,7162
2009,9,03357,48286,20738
2010,9,03357,52007,21667
2011,9,03357,52334,22687
2012,9,03357,50423,21982
2013,9,03357,50437,21480
2014,9,03357,47963,20576
2015,9,03357,59073,21772
2016,9,03357,59701,23179
2017,9,03357,58692,23113
2018,9,03357,59834,22531
2009,9,03358,210968,66671
2010,9,03358,208187,67997
2011,9,03358,248583,76845
2012,9,03358,223717,75234
2013,9,03358,229846,75072
2014,9,03358,245360,80618
2015,9,03358,239032,80411
2016,9,03358,258375,90938
2017,9,03358,268716,96253
2018,9,03358,259767,92588
2009,9,03359,43815,17188
2010,9,03359,46604,19505
2011,9,03359,48744,19947
2012,9,03359,48261,19808
2013,9,03359,48172,19305
2014,9,03359,46670,19965
2015,9,03359,46763,18299
2016,9,03359,52599,22445
2017,9,03359,54380,23187
2018,9,03359,57872,23140
2009,9,03360,79066,16248
2010,9,03360,80886,16094
2011,9,03360,79052,16501
2012,9,03360,82897,17063
2013,9,03360,82928,18816
2014,9,03360,82045,17024
2015,9,03360,78868,16884
2016,9,03360,80860,18723
2017,9,03360,80986,18893
2018,9,03360,78059,18343
2009,9,03361,25897,13396
2010,9,03361,25258,12555
2011,9,03361,27246,13452
2012,9,03361,32296,15164
2013,9,03361,28673,13645
2014,9,03361,30196,14500
2015,9,03361,29345,14548
2016,9,03361,30660,14529
2017,9,03361,31998,15441
2018,9,03361,35989,18432
2009,9,03401,4615,2996
2010,9,03401,5321,2802
2011,9,03401,5331,2851
2012,9,03401,5998,3433
2013,9,03401,4190,2384
2014,9,03401,5367,2521
2015,9,03401,4541,2435
2016,9,03401,5808,2956
2017,9,03401,5771,3305
2018,9,03401,5637,3144
2009,9,03402,11777,6178
2010,9,03402,11993,5940
2011,9,03402,13296,6543
2012,9,03402,13693,6620
2013,9,03402,16252,7852
2014,9,03402,16014,8082
2015,9,03402,17739,8095
2016,9,03402,18704,8758
2017,9,03402,18749,9134
2018,9,03402,20107,9938
2009,9,03403,25800,11924
2010,9,03403,25598,12117
2011,9,03403,27346,12490
2012,9,03403,27337,11992
2013,9,03403,29096,12048
2014,9,03403,32954,15193
2015,9,03403,31374,14592
2016,9,03403,32348,15279
2017,9,03403,35947,16773
2018,9,03403,35950,16035
2009,9,03404,27773,18295
2010,9,03404,31911,20861
2011,9,03404,32656,21296
2012,9,03404,31387,19974
2013,9,03404,30695,19604
2014,9,03404,31940,20351
2015,9,03404,41621,25270
2016,9,03404,46270,29458
2017,9,03404,44768,28246
2018,9,03404,45275,28760
2009,9,03405,22182,7242
2010,9,03405,23577,7899
2011,9,03405,27416,9783
2012,9,03405,29112,10126
2013,9,03405,28965,10340
2014,9,03405,32327,11571
2015,9,03405,31026,11068
2016,9,03405,34380,12607
2017,9,03405,36673,13386
2018,9,03405,35162,13331
2009,9,03451,76285,23460
2010,9,03451,75065,22613
2011,9,03451,80015,25498
2012,9,03451,80361,25310
2013,9,03451,76527,23075
2014,9,03451,81217,25717
2015,9,03451,81506,25397
2016,9,03451,87983,27567
2017,9,03451,89782,28285
2018,9,03451,90228,28456
2009,9,03452,440189,77940
2010,9,03452,436629,79579
2011,9,03452,440513,84396
2012,9,03452,436360,84496
2013,9,03452,431042,84069
2014,9,03452,452183,85614
2015,9,03452,432371,82576
2016,9,03452,477209,98810
2017,9,03452,474551,97439
2018,9,03452,488456,98800
2009,9,03453,31792,12235
2010,9,03453,31641,13286
2011,9,03453,31480,13382
2012,9,03453,33220,13963
2013,9,03453,30615,13305
2014,9,03453,34508,14223
2015,9,03453,33530,13834
2016,9,03453,34081,14369
2017,9,03453,38575,16530
2018,9,03453,41019,16929
2009,9,03454,184402,59790
2010,9,03454,197057,61665
2011,9,03454,210072,68601
2012,9,03454,217575,69182
2013,9,03454,191887,67321
2014,9,03454,225427,73845
2015,9,03454,215496,72660
2016,9,03454,226423,78787
2017,9,03454,241655,80933
2018,9,03454,246310,82556
2009,9,03455,189704,33056
2010,9,03455,188534,33970
2011,9,03455,189802,38649
2012,9,03455,199428,44875
2013,9,03455,194367,44419
2014,9,03455,203591,42797
2015,9,03455,200214,40431
2016,9,03455,220621,50526
2017,9,03455,220387,46673
2018,9,03455,227849,47429
2009,9,03456,62250,18002
2010,9,03456,72886,21029
2011,9,03456,71466,21862
2012,9,03456,61543,19341
2013,9,03456,80303,25261
2014,9,03456,69842,21567
2015,9,03456,64508,20382
2016,9,03456,69729,21780
2017,9,03456,73713,21931
2018,9,03456,75467,21852
2009,9,03457,179026,28340
2010,9,03457,181128,29573
2011,9,03457,173502,30379
2012,9,03457,175078,31159
2013,9,03457,171173,29691
2014,9,03457,182535,31803
2015,9,03457,176357,30183
2016,9,03457,218780,45859
2017,9,03457,209840,41073
2018,9,03457,208627,40594
2009,9,03458,26434,12597
2010,9,03458,27460,13575
2011,9,03458,25669,12872
2012,9,03458,27646,13784
2013,9,03458,26776,13859
2014,9,03458,28235,13251
2015,9,03458,27655,15202
2016,9,03458,32649,17218
2017,9,03458,33251,18475
2018,9,03458,31369,16723
2009,9,03459,133753,33546
2010,9,03459,146076,35150
2011,9,03459,135119,37395
2012,9,03459,140192,38565
2013,9,03459,141150,38218
2014,9,03459,143751,38706
2015,9,03459,139628,37890
2016,9,03459,146671,41602
2017,9,03459,154613,44258
2018,9,03459,154975,45624
2009,9,03460,25863,10967
2010,9,03460,28779,11788
2011,9,03460,27421,11844
2012,9,03460,27958,11900
2013,9,03460,26678,11641
2014,9,03460,26128,11320
2015,9,03460,29114,12935
2016,9,03460,31846,13694
2017,9,03460,33781,13943
2018,9,03460,36038,15287
2009,9,03461,60655,13368
2010,9,03461,57296,13108
2011,9,03461,66074,16413
2012,9,03461,61451,16057
2013,9,03461,68920,16962
2014,9,03461,76631,18067
2015,9,03461,68778,16095
2016,9,03461,81382,20757
2017,9,03461,79160,19551
2018,9,03461,71172,17805
2009,9,03462,282610,46260
2010,9,03462,266158,45037
2011,9,03462,269061,47997
2012,9,03462,265452,48053
2013,9,03462,251505,45667
2014,9,03462,277719,49571
2015,9,03462,258007,46426
2016,9,03462,296761,58323
2017,9,03462,286770,55022
2018,9,03462,294583,57430
