jahr (FK),monat (FK),landkreis (FK),ankuenfte,uebernachtungen
2013,1,03353,28600,12038
2014,1,03353,28012,11934
2015,1,03353,27129,11763
2016,1,03353,27119,11716
2017,1,03353,28546,13299
2018,1,03353,32815,13558
2009,1,03354,7642,2748
2010,1,03354,5991,2226
2011,1,03354,6924,2763
2012,1,03354,7861,2989
2013,1,03354,8093,2794
2014,1,03354,7823,2949
2015,1,03354,8103,2861
2016,1,03354,9479,3394
2017,1,03354,7572,2892
2018,1,03354,7437,2886
2009,1,03355,21671,9882
2010,1,03355,19446,9101
2011,1,03355,21989,10452
2012,1,03355,25305,11154
2013,1,03355,21776,11125
2014,1,03355,22951,11019
2015,1,03355,24879,11487
2016,1,03355,23166,11473
2017,1,03355,26495,12521
2018,1,03355,25236,12807
2009,1,03356,5781,2728
2010,1,03356,6189,2234
2011,1,03356,7042,2570
2012,1,03356,8525,3142
2013,1,03356,8625,3069
2014,1,03356,6882,2875
2015,1,03356,9385,2946
2016,1,03356,7548,2825
2017,1,03356,6938,2906
2018,1,03356,7145,3147
2009,1,03357,18820,9866
2010,1,03357,19759,10118
2011,1,03357,19795,10227
2012,1,03357,20775,10986
2013,1,03357,20951,10390
2014,1,03357,19124,10298
2015,1,03357,27732,11126
2016,1,03357,25755,10217
2017,1,03357,25036,10555
2018,1,03357,26753,10503
2009,1,03358,111993,31966
2010,1,03358,107199,28573
2011,1,03358,98783,28465
2012,1,03358,104380,29071
2013,1,03358,94261,26470
2014,1,03358,93964,27431
2015,1,03358,96511,28808
2016,1,03358,111063,33241
2017,1,03358,108424,33771
2018,1,03358,105646,34732
2009,1,03359,16344,6488
2010,1,03359,16351,6819
2011,1,03359,16785,7010
2012,1,03359,18106,7277
2013,1,03359,17854,7722
2014,1,03359,16702,7106
2015,1,03359,15887,7209
2016,1,03359,20900,8664
2017,1,03359,18490,8432
2018,1,03359,19058,8793
2009,1,03360,38869,7696
2010,1,03360,39085,6494
2011,1,03360,36590,6973
2012,1,03360,42366,7565
2013,1,03360,41560,7250
2014,1,03360,39341,6877
2015,1,03360,40514,7065
2016,1,03360,41177,7134
2017,1,03360,42421,7450
2018,1,03360,40697,7866
2009,1,03361,15081,7830
2010,1,03361,14974,7527
2011,1,03361,16024,7787
2012,1,03361,14888,7230
2013,1,03361,16329,7913
2014,1,03361,16335,7999
2015,1,03361,15671,7623
2016,1,03361,15943,7965
2017,1,03361,17591,8832
2018,1,03361,20634,10955
2009,1,03401,2921,1758
2010,1,03401,2800,1679
2011,1,03401,3160,1903
2012,1,03401,2918,1627
2013,1,03401,3480,1752
2014,1,03401,3099,1787
2015,1,03401,2539,1469
2016,1,03401,3015,1565
2017,1,03401,4557,2403
2018,1,03401,3537,1822
2009,1,03402,4333,2502
2010,1,03402,4815,2476
2011,1,03402,5154,2287
2012,1,03402,4968,2815
2013,1,03402,6770,3121
2014,1,03402,7424,3276
2015,1,03402,7467,3136
2016,1,03402,8441,4021
2017,1,03402,7748,3697
2018,1,03402,7851,4542
2009,1,03403,11869,7359
2010,1,03403,17930,8226
2011,1,03403,19517,8256
2012,1,03403,20160,8300
2013,1,03403,20035,8407
2014,1,03403,22106,8478
2015,1,03403,21487,8928
2016,1,03403,24053,9896
2017,1,03403,25325,10409
2018,1,03403,24353,10200
2009,1,03404,17171,11760
2010,1,03404,17839,11355
2011,1,03404,17793,11686
2012,1,03404,18699,12711
2013,1,03404,21046,13675
2014,1,03404,20157,13426
2015,1,03404,18941,13064
2016,1,03404,26884,16344
2017,1,03404,30323,19749
2018,1,03404,30140,20343
2009,1,03405,12063,3876
2010,1,03405,12263,3476
2011,1,03405,15328,5402
2012,1,03405,16211,5284
2013,1,03405,15513,5351
2014,1,03405,16338,5772
2015,1,03405,16387,6176
2016,1,03405,18701,5987
2017,1,03405,20294,6683
2018,1,03405,20078,6796
2009,1,03451,30089,10945
2010,1,03451,30590,9666
2011,1,03451,34281,11225
2012,1,03451,33648,11054
2013,1,03451,33209,10874
2014,1,03451,34538,11496
2015,1,03451,36160,11699
2016,1,03451,38307,12100
2017,1,03451,40186,13500
2018,1,03451,42095,14028
2009,1,03452,68172,15875
2010,1,03452,77152,15832
2011,1,03452,73099,16746
2012,1,03452,75899,16907
2013,1,03452,81802,17280
2014,1,03452,81741,18764
2015,1,03452,89780,19970
2016,1,03452,100256,21113
2017,1,03452,102919,23609
2018,1,03452,103866,22989
2009,1,03453,14574,6152
2010,1,03453,15425,6559
2011,1,03453,16311,7541
2012,1,03453,18090,8288
2013,1,03453,16157,7031
2014,1,03453,17902,7531
2015,1,03453,17682,7738
2016,1,03453,20522,7876
2017,1,03453,17166,7331
2018,1,03453,19483,8161
2009,1,03454,44711,18101
2010,1,03454,48603,17281
2011,1,03454,54565,17549
2012,1,03454,63955,20137
2013,1,03454,63581,20385
2014,1,03454,58427,20965
2015,1,03454,56844,20493
2016,1,03454,62162,21413
2017,1,03454,63939,21905
2018,1,03454,68837,24404
2009,1,03455,26752,7366
2010,1,03455,20055,5989
2011,1,03455,23788,6539
2012,1,03455,24891,8050
2013,1,03455,30494,8443
2014,1,03455,32439,8409
2015,1,03455,32000,8289
2016,1,03455,35284,9356
2017,1,03455,35851,9451
2018,1,03455,36106,10409
2009,1,03456,21855,7967
2010,1,03456,31592,10720
2011,1,03456,37923,11506
2012,1,03456,47015,14348
2013,1,03456,45621,12912
2014,1,03456,36026,9900
2015,1,03456,37505,10477
2016,1,03456,36923,9783
2017,1,03456,44527,12702
2018,1,03456,47646,14128
2009,1,03457,38306,5683
2010,1,03457,40257,5980
2011,1,03457,39799,7002
2012,1,03457,40898,7079
2013,1,03457,46325,8328
2014,1,03457,45287,7850
2015,1,03457,43523,7316
2016,1,03457,45795,7666
2017,1,03457,45605,8143
2018,1,03457,47836,8811
2009,1,03458,10872,6241
2010,1,03458,11675,6103
2011,1,03458,11416,6419
2012,1,03458,12497,6978
2013,1,03458,11652,5693
2014,1,03458,13066,6831
2015,1,03458,12473,7049
2016,1,03458,13960,8388
2017,1,03458,13758,7799
2018,1,03458,17662,9492
2009,1,03459,77968,14432
2010,1,03459,78873,15123
2011,1,03459,78541,16498
2012,1,03459,86533,19399
2013,1,03459,78082,17518
2014,1,03459,88208,18565
2015,1,03459,88605,18214
2016,1,03459,88488,20246
2017,1,03459,94523,19828
2018,1,03459,97977,23177
2009,1,03460,16588,7398
2010,1,03460,19402,7299
2011,1,03460,18320,6968
2012,1,03460,19902,7823
2013,1,03460,19363,7588
2014,1,03460,18456,7443
2015,1,03460,18713,7398
2016,1,03460,21356,8463
2017,1,03460,21813,8219
2018,1,03460,24427,8855
2009,1,03461,55990,8840
2010,1,03461,23700,6364
2011,1,03461,25350,7610
2012,1,03461,27994,7475
2013,1,03461,28924,7393
2014,1,03461,33595,7954
2015,1,03461,33156,9439
2016,1,03461,33672,8779
2017,1,03461,37175,11420
2018,1,03461,36609,9476
2009,1,03462,35875,7377
2010,1,03462,35150,6615
2011,1,03462,33756,7572
2012,1,03462,34466,7256
2013,1,03462,37089,6806
2014,1,03462,40911,7420
2015,1,03462,38386,6564
2016,1,03462,41476,8688
2017,1,03462,47003,8613
2018,1,03462,41654,7839
2009,7,03101,30207,16759
2010,7,03101,35959,19713
2011,7,03101,37865,20935
2012,7,03101,43372,24493
2013,7,03101,39432,19716
2014,7,03101,49789,27892
2015,7,03101,49754,28053
2016,7,03101,43238,26292
2017,7,03101,52240,32770
2018,7,03101,52101,31373
2009,7,03102,7275,2726
2010,7,03102,9901,3092
2011,7,03102,11594,3729
2012,7,03102,14000,4279
2013,7,03102,13333,3578
2014,7,03102,12183,4144
2015,7,03102,12008,4203
2016,7,03102,12701,4549
2017,7,03102,12436,4592
2018,7,03102,12323,4021
2009,7,03103,45674,18221
2010,7,03103,42475,17496
2011,7,03103,51821,24091
2012,7,03103,50769,23190
2013,7,03103,47191,18838
2014,7,03103,46991,27400
2015,7,03103,56956,32289
2016,7,03103,48528,25651
2017,7,03103,44091,24317
2018,7,03103,56684,29677
2009,7,03151,35333,10565
2010,7,03151,36047,11430
2011,7,03151,37182,12270
2012,7,03151,40625,13753
2013,7,03151,42782,14324
2014,7,03151,41498,14404
2015,7,03151,41026,14537
2016,7,03151,35156,11092
2017,7,03151,29451,11015
2018,7,03151,31270,11021
2009,7,03153,233837,60642
2010,7,03153,235515,62402
2011,7,03153,242127,66803
2012,7,03153,262740,69379
2013,7,03153,247041,65787
2014,7,03153,243065,71798
2015,7,03153,255231,72545
2016,7,03153,262226,75595
2017,7,03153,241336,69998
2018,7,03153,259623,75498
2009,7,03154,14889,7129
2010,7,03154,13868,6954
2011,7,03154,16137,8568
2012,7,03154,13661,8718
2013,7,03154,16472,9750
2014,7,03154,15139,9355
2015,7,03154,14256,8329
2016,7,03154,12609,7703
2017,7,03154,13450,6925
2018,7,03154,12749,6792
2009,7,03155,58092,19305
2010,7,03155,53716,17309
2011,7,03155,52201,16788
2012,7,03155,55258,17245
2013,7,03155,50591,15870
2014,7,03155,50862,17203
2015,7,03155,49545,17141
2016,7,03155,49180,15852
2017,7,03155,51202,16897
2018,7,03155,48793,16405
2009,7,03157,8513,3915
2010,7,03157,9534,4328
2011,7,03157,8172,3783
2012,7,03157,9981,4969
2013,7,03157,8456,4407
2014,7,03157,9199,4809
2015,7,03157,7940,4371
2016,7,03157,7427,3711
2017,7,03157,8079,4425
2018,7,03157,8946,4693
2009,7,03158,7790,3136
2010,7,03158,10698,4099
2011,7,03158,11607,4371
2012,7,03158,12136,5006
2013,7,03158,10341,3593
2014,7,03158,12099,4910
2015,7,03158,11518,4956
2016,7,03158,10407,3894
2017,7,03158,9940,3501
2018,7,03158,10151,3427
2009,7,03159,171381,59750
2010,7,03159,167289,61120
2011,7,03159,173246,66215
2012,7,03159,182944,69944
2013,7,03159,186115,65934
2014,7,03159,184081,68049
2015,7,03159,212186,76341
2016,7,03159,206510,74974
2017,7,03159,203299,77081
2018,7,03159,211210,74974
2009,7,03241,252360,129444
2010,7,03241,274241,144236
2011,7,03241,306097,160484
2012,7,03241,373701,176599
2013,7,03241,299020,159449
2014,7,03241,320076,174378
2015,7,03241,344953,191356
2016,7,03241,308638,166254
2017,7,03241,320736,180394
2018,7,03241,340754,188225
2009,7,03251,21594,10634
2010,7,03251,27733,12870
2011,7,03251,27609,13610
2012,7,03251,27886,13818
2013,7,03251,28115,12986
2014,7,03251,28976,14163
2015,7,03251,30009,14474
2016,7,03251,31948,14608
2017,7,03251,29920,14168
2018,7,03251,33267,15363
2009,7,03252,117320,24537
2010,7,03252,115976,27151
2011,7,03252,117045,26847
2012,7,03252,120877,27790
2013,7,03252,120510,27746
2014,7,03252,115275,27928
2015,7,03252,115638,28449
2016,7,03252,110206,28612
2017,7,03252,103399,27105
2018,7,03252,106653,28616
2009,7,03254,37766,16344
2010,7,03254,43103,18620
2011,7,03254,45197,20437
2012,7,03254,49286,22333
2013,7,03254,45377,19613
2014,7,03254,52662,23977
2015,7,03254,53487,24846
2016,7,03254,50274,21464
2017,7,03254,52362,22909
2018,7,03254,53614,24557
2009,7,03255,19501,8612
2010,7,03255,19740,10611
2011,7,03255,17555,9791
2012,7,03255,20489,10741
2013,7,03255,23766,12529
2014,7,03255,25597,12823
2015,7,03255,27802,12219
2016,7,03255,33063,14394
2017,7,03255,30202,13260
2018,7,03255,31456,13258
2009,7,03256,11862,6533
2010,7,03256,13928,7778
2011,7,03256,16165,8069
2012,7,03256,20769,10280
2013,7,03256,44206,14764
2014,7,03256,21878,11359
2015,7,03256,20467,10001
2016,7,03256,22362,10211
2017,7,03256,31949,16338
2018,7,03256,33526,15707
2009,7,03257,75202,20440
2010,7,03257,77283,18652
2011,7,03257,74759,20093
2012,7,03257,79532,21691
2013,7,03257,86892,22011
2014,7,03257,81457,22382
2015,7,03257,90625,25247
2016,7,03257,113625,36629
2017,7,03257,127302,39619
2018,7,03257,138933,46774
2009,7,03351,65518,24058
2010,7,03351,66396,26311
2011,7,03351,64385,27484
2012,7,03351,67428,29084
2013,7,03351,72186,30524
2014,7,03351,71552,30916
2015,7,03351,80042,32741
2016,7,03351,81775,30837
2017,7,03351,85868,32340
2018,7,03351,91104,33720
2009,7,03352,406790,73669
2010,7,03352,396111,76760
2011,7,03352,374096,72491
2012,7,03352,367434,75376
2013,7,03352,371726,73700
2014,7,03352,329609,72248
2015,7,03352,360756,76765
2016,7,03352,389938,82780
2017,7,03352,381397,79536
2018,7,03352,419768,90401
2009,7,03353,63933,27993
2010,7,03353,67538,27821
2011,7,03353,70395,30763
2012,7,03353,65652,28355
2013,7,03353,69641,28697
2014,7,03353,72452,32443
2015,7,03353,74474,33222
2016,7,03353,72166,34024
2017,7,03353,74972,35102
2018,7,03353,85636,37261
2009,7,03354,45301,11659
2010,7,03354,44979,11638
2011,7,03354,40749,11571
2012,7,03354,37630,11425
2013,7,03354,32922,9107
2014,7,03354,29826,10702
2015,7,03354,34533,12103
2016,7,03354,35491,12389
2017,7,03354,32163,11463
2018,7,03354,39453,12186
2009,7,03355,57421,24630
2010,7,03355,54796,24427
2011,7,03355,59870,26454
2012,7,03355,64732,26808
2013,7,03355,60152,24209
2014,7,03355,64545,27684
2015,7,03355,70445,29586
2016,7,03355,77237,32909
2017,7,03355,67926,28977
2018,7,03355,68694,29679
2009,7,03356,12493,5388
2010,7,03356,13328,5292
2011,7,03356,14371,6006
2012,7,03356,17013,6496
2013,7,03356,14099,5163
2014,7,03356,14517,6170
2015,7,03356,13702,5563
2016,7,03356,14256,5212
2017,7,03356,14318,5429
2018,7,03356,15147,5647
2009,7,03357,50223,18711
2010,7,03357,54031,19752
2011,7,03357,53996,20492
2012,7,03357,52674,20156
2013,7,03357,47384,18122
2014,7,03357,51658,21713
2015,7,03357,68959,23748
2016,7,03357,52843,19037
2017,7,03357,60884,21289
2018,7,03357,61510,20489
2009,7,03358,397594,99829
2010,7,03358,391995,101128
2011,7,03358,370800,102034
2012,7,03358,363504,101100
2013,7,03358,392712,106263
2014,7,03358,335441,97074
2015,7,03358,364813,107724
2016,7,03358,412558,117986
2017,7,03358,415236,122950
2018,7,03358,427913,123583
2009,7,03359,40441,14973
2010,7,03359,44658,17873
2011,7,03359,46712,19461
2012,7,03359,49343,19362
2013,7,03359,45510,18084
2014,7,03359,45637,19323
2015,7,03359,47999,20267
2016,7,03359,49453,20371
2017,7,03359,51145,21284
2018,7,03359,56991,22274
2009,7,03360,78514,14273
2010,7,03360,76802,13820
2011,7,03360,76703,14592
2012,7,03360,79317,14299
2013,7,03360,79792,14701
2014,7,03360,75011,14950
2015,7,03360,72947,14899
2016,7,03360,77224,15305
2017,7,03360,71906,15147
2018,7,03360,73991,15012
2009,7,03361,28105,11411
2010,7,03361,29693,11077
2011,7,03361,32267,13002
2012,7,03361,36825,14019
2013,7,03361,35658,13476
2014,7,03361,40643,16798
2015,7,03361,32973,14117
2016,7,03361,45284,16065
2017,7,03361,34976,16752
2018,7,03361,37387,17343
2009,7,03401,3556,2248
2010,7,03401,3902,1827
2011,7,03401,3557,2063
2012,7,03401,3547,2560
2013,7,03401,3743,1904
2014,7,03401,4265,2192
2015,7,03401,4509,2584
2016,7,03401,3796,2164
2017,7,03401,4385,2583
2018,7,03401,4019,2312
2009,7,03402,12234,5832
2010,7,03402,12524,6298
2011,7,03402,14252,6941
2012,7,03402,14936,7375
2013,7,03402,18000,8932
2014,7,03402,18470,8259
2015,7,03402,16724,8378
2016,7,03402,20656,9641
2017,7,03402,19510,8885
2018,7,03402,21483,9957
2009,7,03403,18355,9445
2010,7,03403,23609,10640
2011,7,03403,22868,10500
2012,7,03403,26584,10915
2013,7,03403,25508,10582
2014,7,03403,31493,14838
2015,7,03403,29584,14241
2016,7,03403,28590,11939
2017,7,03403,29995,12810
2018,7,03403,31731,12953
2009,7,03404,22125,14586
2010,7,03404,23316,14934
2011,7,03404,24651,15664
2012,7,03404,27276,17177
2013,7,03404,26058,15722
2014,7,03404,27420,17483
2015,7,03404,33744,20751
2016,7,03404,36293,21208
2017,7,03404,42258,26591
2018,7,03404,38436,23480
2009,7,03405,22030,7297
2010,7,03405,26629,9711
2011,7,03405,28724,9911
2012,7,03405,29002,9576
2013,7,03405,32175,11693
2014,7,03405,33653,12342
2015,7,03405,37026,14058
2016,7,03405,37909,13593
2017,7,03405,37683,13404
2018,7,03405,38585,14145
2009,7,03451,84618,23899
2010,7,03451,83056,22871
2011,7,03451,85973,23669
2012,7,03451,84133,23745
2013,7,03451,88784,23234
2014,7,03451,87557,25989
2015,7,03451,88858,27196
2016,7,03451,90908,25697
2017,7,03451,94172,26369
2018,7,03451,96442,27180
2009,7,03452,612177,92765
2010,7,03452,601870,96272
2011,7,03452,563281,92215
2012,7,03452,550037,89473
2013,7,03452,562165,96486
2014,7,03452,523461,91281
2015,7,03452,573313,93089
2016,7,03452,603715,106360
2017,7,03452,595658,107045
2018,7,03452,652532,115706
2009,7,03453,46861,12304
2010,7,03453,49713,13546
2011,7,03453,44323,13795
2012,7,03453,45064,14686
2013,7,03453,50067,14150
2014,7,03453,42808,14901
2015,7,03453,46788,14962
2016,7,03453,54809,16732
2017,7,03453,61645,17961
2018,7,03453,61785,17086
2009,7,03454,248826,56750
2010,7,03454,244978,57908
2011,7,03454,264026,64091
2012,7,03454,284161,66445
2013,7,03454,277722,68659
2014,7,03454,280555,78426
2015,7,03454,275595,72123
2016,7,03454,281786,71803
2017,7,03454,279918,76115
2018,7,03454,298914,78249
2009,7,03455,370636,55818
2010,7,03455,400977,65844
2011,7,03455,362003,55019
2012,7,03455,352066,59580
2013,7,03455,366277,66636
2014,7,03455,327469,55674
2015,7,03455,370148,55073
2016,7,03455,342157,60378
2017,7,03455,373768,56494
2018,7,03455,407471,64348
2009,7,03456,81986,21412
2010,7,03456,106338,27316
2011,7,03456,108043,27425
2012,7,03456,112631,28692
2013,7,03456,110574,28441
2014,7,03456,70470,18479
2015,7,03456,81105,20185
2016,7,03456,76377,19422
2017,7,03456,79948,21187
2018,7,03456,82468,22100
2009,7,03457,232619,34362
2010,7,03457,241631,35775
2011,7,03457,236491,36777
2012,7,03457,225551,36196
2013,7,03457,223559,35842
2014,7,03457,214457,34693
2015,7,03457,226367,35104
2016,7,03457,258305,41237
2017,7,03457,255810,41113
2018,7,03457,270324,44718
2009,7,03458,26360,11068
2010,7,03458,28374,11938
2011,7,03458,26849,12235
2012,7,03458,34326,14904
2013,7,03458,28925,13712
2014,7,03458,32041,16825
2015,7,03458,33552,18138
2016,7,03458,39848,16863
2017,7,03458,38270,18735
2018,7,03458,44408,19917
2009,7,03459,195161,36909
2010,7,03459,195329,40745
2011,7,03459,177585,39630
2012,7,03459,177625,39669
2013,7,03459,194323,36845
2014,7,03459,167732,41304
2015,7,03459,182166,43338
2016,7,03459,183379,41920
2017,7,03459,191930,43369
2018,7,03459,204196,48602
2009,7,03460,31414,10572
2010,7,03460,40451,11523
2011,7,03460,30470,11884
2012,7,03460,32889,11983
2013,7,03460,37047,11765
2014,7,03460,29975,12461
2015,7,03460,40957,14627
2016,7,03460,38904,13152
2017,7,03460,38656,13421
2018,7,03460,40805,13604
2009,7,03461,102612,20995
2010,7,03461,105901,22231
2011,7,03461,98166,20227
2012,7,03461,93605,20188
2013,7,03461,101269,22777
2014,7,03461,83313,20283
2015,7,03461,104098,22033
2016,7,03461,107728,24008
2017,7,03461,111574,24769
2018,7,03461,123537,27637
2009,7,03462,483005,72661
2010,7,03462,474418,75940
2011,7,03462,458852,72529
2012,7,03462,411915,64596
2013,7,03462,435606,75200
2014,7,03462,383097,65582
2015,7,03462,427286,70891
2016,7,03462,439557,75299
2017,7,03462,437122,74007
2018,7,03462,474057,81775
2009,6,03101,41029,24271
2010,6,03101,46243,24763
2011,6,03101,42897,22835
2012,6,03101,46134,23631
2013,6,03101,45485,24989
2014,6,03101,53509,29086
2015,6,03101,51615,30054
2016,6,03101,56787,34030
2017,6,03101,56193,35925
2018,6,03101,60092,37461
2009,6,03102,7932,3444
2010,6,03102,12566,4041
2011,6,03102,11405,4154
2012,6,03102,13764,3795
2013,6,03102,13702,4382
2014,6,03102,11742,4150
2015,6,03102,13486,5063
2016,6,03102,12919,4894
2017,6,03102,13510,5100
2018,6,03102,14563,4906
2009,6,03103,43221,22901
2010,6,03103,41986,20840
2011,6,03103,45700,22864
2012,6,03103,44149,21218
2013,6,03103,43479,20345
2014,6,03103,41738,24024
2015,6,03103,51049,30783
2016,6,03103,51767,29727
2017,6,03103,45541,27990
2018,6,03103,52916,33291
2009,6,03151,31115,11414
2010,6,03151,31512,12675
2011,6,03151,36050,12770
2012,6,03151,37096,14137
2013,6,03151,38515,15042
2014,6,03151,37074,13562
2015,6,03151,38189,13770
2016,6,03151,35865,12805
2017,6,03151,29822,11987
2018,6,03151,32898,13404
2009,6,03153,183023,54916
2010,6,03153,193678,57041
2011,6,03153,217571,67829
2012,6,03153,203636,62555
2013,6,03153,196333,59158
2014,6,03153,214578,68379
2015,6,03153,201730,62654
2016,6,03153,205853,63465
2017,6,03153,217222,68588
2018,6,03153,206238,65315
2009,6,03154,17424,9429
2010,6,03154,17808,9673
2011,6,03154,16578,9263
2012,6,03154,14954,9236
2013,6,03154,16174,9628
2014,6,03154,15923,8831
2015,6,03154,16003,8975
2016,6,03154,17756,10808
2017,6,03154,16135,9335
2018,6,03154,15300,9716
2009,6,03155,50873,18005
2010,6,03155,49094,17138
2011,6,03155,50317,16970
2012,6,03155,48541,17174
2013,6,03155,47770,16141
2014,6,03155,47461,16487
2015,6,03155,43199,15455
2016,6,03155,39946,15143
2017,6,03155,42454,15920
2018,6,03155,43761,16804
2009,6,03157,8110,4460
2010,6,03157,10021,4715
2011,6,03157,9077,4303
2012,6,03157,9497,5255
2013,6,03157,8433,5143
2014,6,03157,8432,5225
2015,6,03157,8428,4923
2016,6,03157,8050,4525
2017,6,03157,8106,4465
2018,6,03157,9281,5266
2009,6,03158,8885,4266
2010,6,03158,10631,4697
2011,6,03158,11643,4877
2012,6,03158,11985,5235
2013,6,03158,12952,5562
2014,6,03158,13495,6046
2015,6,03158,13992,5902
2016,6,03158,11603,4910
2017,6,03158,11048,4799
2018,6,03158,11662,5392
2009,6,03159,142758,59735
2010,6,03159,134877,57665
2011,6,03159,150818,62881
2012,6,03159,143573,62183
2013,6,03159,142800,61135
2014,6,03159,154289,63721
2015,6,03159,155925,65527
2016,6,03159,161513,64850
2017,6,03159,183271,76813
2018,6,03159,169471,72487
2009,6,03241,261594,145968
2010,6,03241,302014,168856
2011,6,03241,325837,174874
2012,6,03241,325621,181337
2013,6,03241,326189,186348
2014,6,03241,322452,181641
2015,6,03241,383053,205805
2016,6,03241,377049,200931
2017,6,03241,370490,214562
2018,6,03241,386184,211699
2009,6,03251,19286,11128
2010,6,03251,25139,13216
2011,6,03251,24345,12777
2012,6,03251,26019,13304
2013,6,03251,24601,12220
2014,6,03251,25774,13118
2015,6,03251,26152,13546
2016,6,03251,29341,14533
2017,6,03251,29793,15052
2018,6,03251,29776,15096
2009,6,03252,116499,27215
2010,6,03252,115831,29836
2011,6,03252,118934,29251
2012,6,03252,115349,27267
2013,6,03252,112786,26813
2014,6,03252,113347,27623
2015,6,03252,109817,28984
2016,6,03252,107853,29299
2017,6,03252,109090,30957
2018,6,03252,107208,30826
2009,6,03254,39066,17622
2010,6,03254,43470,19468
2011,6,03254,49408,21819
2012,6,03254,47261,20531
2013,6,03254,48262,21799
2014,6,03254,46573,20377
2015,6,03254,62609,27989
2016,6,03254,53822,23536
2017,6,03254,56098,24526
2018,6,03254,58856,27191
2009,6,03255,18057,8022
2010,6,03255,19372,10369
2011,6,03255,25421,12507
2012,6,03255,20974,10773
2013,6,03255,18833,9911
2014,6,03255,29503,13422
2015,6,03255,25911,12475
2016,6,03255,32391,14223
2017,6,03255,34986,16339
2018,6,03255,30165,12930
2009,6,03256,12570,7652
2010,6,03256,13601,7762
2011,6,03256,16313,8796
2012,6,03256,19643,10802
2013,6,03256,20792,10862
2014,6,03256,21923,11412
2015,6,03256,20673,10674
2016,6,03256,23891,11626
2017,6,03256,24590,12278
2018,6,03256,25118,13051
2009,6,03257,67506,19417
2010,6,03257,65440,18605
2011,6,03257,73118,21479
2012,6,03257,73491,20860
2013,6,03257,70773,21116
2014,6,03257,76347,21581
2015,6,03257,74317,22937
2016,6,03257,67389,19714
2017,6,03257,76886,22696
2018,6,03257,76468,22325
2009,6,03351,60388,24837
2010,6,03351,57424,25292
2011,6,03351,69563,28994
2012,6,03351,56494,26514
2013,6,03351,59493,26552
2014,6,03351,70000,31020
2015,6,03351,63987,27498
2016,6,03351,66771,27466
2017,6,03351,83880,33089
2018,6,03351,75721,32354
2009,6,03352,267685,59109
2010,6,03352,263397,60252
2011,6,03352,304889,71686
2012,6,03352,261877,61405
2013,6,03352,243478,57451
2014,6,03352,293904,70889
2015,6,03352,271266,65294
2016,6,03352,258142,61926
2017,6,03352,309084,73904
2018,6,03352,295099,74080
2009,6,03353,58010,25838
2010,6,03353,63308,27924
2011,6,03353,69990,31106
2012,6,03353,64920,28500
2013,6,03353,65894,28084
2014,6,03353,65542,29687
2015,6,03353,66805,31374
2016,6,03353,60927,29707
2017,6,03353,72434,34282
2018,6,03353,73040,35063
2009,6,03354,29240,10345
2010,6,03354,31732,11285
2011,6,03354,34040,13064
2012,6,03354,27814,10296
2013,6,03354,20363,7583
2014,6,03354,30367,11961
2015,6,03354,27129,10549
2016,6,03354,25113,9940
2017,6,03354,31127,11909
2018,6,03354,27306,10995
2009,6,03355,53102,24900
2010,6,03355,56015,25800
2011,6,03355,62263,28202
2012,6,03355,60205,27085
2013,6,03355,64017,27156
2014,6,03355,62640,28502
2015,6,03355,63054,29130
2016,6,03355,64503,29666
2017,6,03355,66872,30307
2018,6,03355,66963,31575
2009,6,03356,12558,5948
2010,6,03356,15281,6130
2011,6,03356,14820,6257
2012,6,03356,16616,6578
2013,6,03356,13407,5761
2014,6,03356,14545,6341
2015,6,03356,13311,6001
2016,6,03356,14700,5946
2017,6,03356,14629,6162
2018,6,03356,15453,6734
2009,6,03357,50541,21744
2010,6,03357,49228,21191
2011,6,03357,52563,22411
2012,6,03357,51192,21999
2013,6,03357,48150,21164
2014,6,03357,49921,22764
2015,6,03357,62245,22267
2016,6,03357,55347,21197
2017,6,03357,56916,22679
2018,6,03357,57608,23658
2009,6,03358,233307,73291
2010,6,03358,221676,70105
2011,6,03358,259167,83878
2012,6,03358,224735,73110
2013,6,03358,220847,76168
2014,6,03358,248449,80139
2015,6,03358,222599,79158
2016,6,03358,236043,80815
2017,6,03358,295673,101577
2018,6,03358,243133,93587
2009,6,03359,38584,15804
2010,6,03359,44788,18751
2011,6,03359,50278,20934
2012,6,03359,46140,19349
2013,6,03359,45005,19355
2014,6,03359,44295,18753
2015,6,03359,45748,19819
2016,6,03359,45794,19165
2017,6,03359,50989,22793
2018,6,03359,55785,23503
2009,6,03360,69587,14583
2010,6,03360,66934,14284
2011,6,03360,69931,15046
2012,6,03360,69808,13782
2013,6,03360,71051,15244
2014,6,03360,71607,15804
2015,6,03360,65310,14134
2016,6,03360,71696,16213
2017,6,03360,71899,17277
2018,6,03360,66641,15629
2009,6,03361,25073,13630
2010,6,03361,30812,15783
2011,6,03361,27097,13959
2012,6,03361,34235,16496
2013,6,03361,27060,13133
2014,6,03361,30544,15184
2015,6,03361,27984,14308
2016,6,03361,30499,16152
2017,6,03361,33714,16792
2018,6,03361,37609,19639
2009,6,03401,5565,2950
2010,6,03401,4816,2413
2011,6,03401,4199,2540
2012,6,03401,4027,2199
2013,6,03401,4987,2706
2014,6,03401,5594,2791
2015,6,03401,4925,2612
2016,6,03401,4615,2615
2017,6,03401,5127,2473
2018,6,03401,5006,2837
2009,6,03402,11864,6339
